Status,AdditionalListingInfo,MLSNumber,StreetDirPrefix,StreetDirSuffix,StreetName,StreetNumber,StreetSuffix,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Sold,Not Applicable,ML81463129,,,Buttercup,22,Lane,1195000,5,3,3,2,1,2031,2031,San Carlos,34
Sold,Not Applicable,ML81500849,,,Alameda De Las Pulgas,740,,1195000,10,2,4,2,0,1370,8700,Redwood City,67
Sold,Not Applicable,ML81460610,,,Date,1005,Street,1193000,51,3,4,3,0,2796,6250,Montara,11
Sold,"Not Applicable, Comp Only",ML81501579,,,Flying Fish,1023,Street,1190000,0,2,2,2,0,1530,5734,Foster City,46
Sold,Not Applicable,ML81484336,,,Apricot,41454,Lane,1189000,13,2,4,2,0,1672,6510,Fremont,55
Sold,"Not Applicable, Comp Only",ML81468045,,,Andromeda,820,Lane,1188000,0,3,3,2,1,1618,95924,Foster City,38
Sold,Court Confirmation May Be Req'd,ML81472949,,,Arroyo View,40,Circle,1188000,13,2,3,2,0,1420,2283,Belmont,18
Sold,,ML81461105,,,Sullivan,2075,Street,1185000,8,2,3,2,0,1265,5050,San Mateo,61
Sold,Not Applicable,ML81485966,,,Burbank,43,Avenue,1185000,26,2,3,2,0,1647,5238,San Mateo,73
Sold,Not Applicable,ML81472574,E,,38th,16,Avenue,1183000,12,2,3,2,0,1340,5500,San Mateo,58
Sold,Not Applicable,ML81483855,,,Celestial,733,Lane,1183000,8,3,3,2,1,1430,1890,Foster City,42
Sold,Not Applicable,ML81464015,,,Sevilla,432,,1181350,0,3,4,3,0,2630,5000,El Granada,18
Sold,Not Applicable,ML81461957,,,Meridian,358,Drive,1180000,9,3,3,2,1,1610,739720,Redwood Shores,20
Sold,Not Applicable,ML81469134,,,El Camino Real,1331,,1180000,23,2,1,1,1,1979,68800,Millbrae,6
Sold,Not Applicable,ML81470946,,,Sea Cliff,308,Lane,1180000,3,3,2,2,1,1270,2580,Redwood City,28
Sold,Not Applicable,ML81471476,,,Broadway,50,Street,1180000,10,3,7,3,0,2694,9000,Redwood City,78
Sold,Not Applicable,ML81472662,,,El Camino Real,530,,1180000,10,2,3,2,0,1426,42608,Burlingame,15
Sold,Not Applicable,ML81483289,,,El Portal,80,Way,1180000,10,3,5,3,0,3050,3600,Daly City,53
Sold,Not Applicable,ML81496691,,,Judson,1180,Street,1180000,13,1,3,1,0,1250,4968,Belmont,68
Sold,Not Applicable,ML81497868,,,Chesterton,315,Avenue,1180000,16,1,3,1,0,1010,5000,Belmont,62
Sold,"Not Applicable, Comp Only",ML81501712,,,Puget,210,Lane,1178000,0,3,2,2,1,1473,1,Redwood City,4
Sold,Not Applicable,ML81484667,,,Grand,1124,Street,1176000,10,2,3,2,0,1350,5712,Redwood City,62
Sold,Court Confirmation May Be Req'd,ML81456893,,,San Marco,165,Avenue,1175000,49,4,5,4,0,2820,6750,San Bruno,75
Sold,Not Applicable,ML81464357,,,Oak Grove,451,Avenue,1175000,0,2,2,2,0,1296,41888,Menlo Park,40
Sold,Not Applicable,ML81483391,,,Helen,308,Drive,1175000,9,2,4,1,1,1650,5130,Millbrae,68
Sold,Not Applicable,ML81484158,,,Glenmoor,4570,Court,1175000,27,3,3,2,1,1930,9736,Fremont,62
Sold,Not Applicable,ML81484312,,,26th,635,Avenue,1175000,30,2,3,2,0,1600,5400,San Mateo,68
Sold,Not Applicable,ML81461495,,,Columbia,817,Circle,1170000,9,3,3,3,0,1800,1,Redwood Shores,26
Sold,Not Applicable,ML81445777,W,,Summit,41,Drive,1165000,15,2,3,2,0,1610,7400,Redwood City,68
Sold,Not Applicable,ML81465366,,,Amy,3,Drive,1165000,7,3,3,2,1,1730,2751,San Mateo,27
Sold,Not Applicable,ML81471363,,,Shoreline,1172,Drive,1165000,25,3,3,2,1,2100,79581,San Mateo,36
Sold,New Subdivision,ML81461630,,,Crestview,362,Circle,1160010,12,3,5,3,0,2334,4267,Daly City,0
Sold,Not Applicable,ML81447139,,,Alameda De Las Pulgas,728,,1160000,130,2,3,2,0,1200,8700,Redwood City,55
Sold,Not Applicable,ML81461423,,,Otay,12,Avenue,1160000,12,1,3,1,0,1080,7628,San Mateo,62
Sold,Not Applicable,ML81471236,,,Hemlock,545,Avenue,1160000,24,4,4,3,1,1760,5250,Millbrae,74
Sold,Not Applicable,ML81472199,,,Mulryan,22,Court,1160000,8,2,3,2,0,1420,5100,San Mateo,68
Sold,Not Applicable,ML81498923,,,Westlawn,30,Avenue,1160000,14,2,5,2,0,2440,3300,Daly City,65
Sold,Not Applicable,ML81469374,,,Falcon,32820,Drive,1159000,7,3,4,2,1,2307,6376,Fremont,36
Sold,Not Applicable,ML81460215,S,,Delaware,1410,Street,1155000,15,2,3,2,0,1350,5000,San Mateo,69
Sold,Not Applicable,ML81461504,,,Camphor,280,Avenue,1155000,13,3,3,2,1,1544,6600,Fremont,53
Sold,"Not Applicable, Comp Only",ML81468084,,,Whitman,2455,Way,1155000,0,3,4,3,0,1900,7168,San Bruno,57
Sold,Not Applicable,ML81471267,,,9th,610,Avenue,1155000,11,1,3,1,0,1240,5280,San Mateo,88
Sold,Not Applicable,ML81470182,,,Chesterton,414,Avenue,1151000,12,1,3,1,0,1080,5000,Belmont,62
Sold,Not Applicable,ML81451699,,,Silvergate,11499,Drive,1150000,125,5,6,4,1,4056,8327,Dublin,49
Sold,Not Applicable,ML81459422,,,Park,443,Street,1150000,8,1,3,1,0,1012,5850,Redwood City,72
Sold,Not Applicable,ML81461160,,,Falcon,33175,Drive,1150000,12,3,4,2,1,2293,5834,Fremont,36
Sold,Not Applicable,ML81461666,,,Kentfield,1570,Avenue,1150000,11,2,3,2,0,1680,6050,Redwood City,58
Sold,Not Applicable,ML81463946,E,,Okeefe,190,Street,1150000,18,3,3,2,1,1420,1560,Menlo Park,38
Sold,Not Applicable,ML81460926,,,Wolfe,1755,Drive,1150000,11,2,3,2,0,2000,5000,San Mateo,59
Sold,Not Applicable,ML81465532,,,Canyon,657,Road,1150000,18,4,4,4,0,2450,5500,Redwood City,57
Sold,Not Applicable,ML81466491,,,Southridge,33,Court,1150000,11,3,3,2,1,1600,1632,San Mateo,41
Sold,Not Applicable,ML81466498,,,Gemini,775,Lane,1150000,8,3,3,2,1,1430,1890,Foster City,41
Sold,Not Applicable,ML81466650,,,Medio,385,Avenue,1150000,0,4,4,3,1,3440,7500,Half Moon Bay,49
Sold,Not Applicable,ML81469890,,,Visitacion,529,Avenue,1150000,13,2,3,2,0,1710,2610,Brisbane,7
Sold,Not Applicable,ML81472065,,,Ute,1707,Court,1150000,8,2,4,2,0,1728,11809,Fremont,37
Sold,Not Applicable,ML81484180,,,F,151,Street,1150000,12,1,3,1,0,960,5000,Redwood City,65
Sold,Not Applicable,ML81485781,,,Moro,810,Avenue,1150000,9,3,4,2,1,1993,4500,El Granada,20
Sold,Not Applicable,ML81485873,,,Hiller,410,Street,1150000,9,1,3,1,0,1010,5000,Belmont,62
Sold,Not Applicable,ML81497319,,,Madera,57,Avenue,1150000,10,2,2,2,0,1480,4944,San Carlos,49
