Status,AdditionalListingInfo,MLSNumber,Address,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Pending,Not Applicable,ML81549697,465 Fathom Drive,589000,4,1,1,1,0,875,25068.78,San Mateo,38
Pending,Not Applicable,ML81550432,1712 Saddleback Drive,588000,14,2,2,2,0,1081,69787.48,Daly City,26
Contingent,Not Applicable,ML81548438,470 Laurel Avenue,585000,11,2,2,2,0,1090,27010,Half Moon Bay,30
Pending,Not Applicable,ML81550076,84 Amesport Landing,585000,9,1,2,1,0,908,5471.14,Half Moon Bay,27
Pending,Not Applicable,ML81561385,382 W Angus Avenue,585000,14,1,2,1,0,920,2748.64,San Bruno,94
Active,Not Applicable,ML81563739,3830 Eugene Street,585000,4,1,3,1,0,950,5600,Fremont,62
Pending,Not Applicable,ML81562455,378 Klamath Street,580000,5,1,2,1,0,1230,4600,Brisbane,80
Pending,Not Applicable,ML81533757,3625 Carter Drive,579950,52,1,2,1,0,840,126717,South San Francisco,42
Active,Not Applicable,ML81548976,468 Laurel Avenue,579950,36,2,2,2,0,1090,27010,Half Moon Bay,30
Contingent,Not Applicable,ML81548630,2241 Kelly Street,575000,33,2,3,1,1,1255,9600.62,Hayward,75
Pending,Not Applicable,ML81549030,4071 Murray Common,575000,19,2,3,2,0,1389,1467.97,Fremont,36
Pending,Not Applicable,ML81561809,5412 Port Sailwood Drive,575000,9,3,3,2,1,1647,3200,Newark,33
Active,Court Confirmation May Be Req'd,ML81562556,3024 Hoover Street,575000,11,1,2,1,0,830,6000,Redwood City,80
Active,Not Applicable,ML81562845,2355 Dumbarton Avenue,574888,8,1,2,1,0,1000,5500,East Palo Alto,88
Pending,Not Applicable,ML81535136,4825 Los Arboles Place,570000,77,2,4,2,0,1583,4660,Fremont,45
Contingent,Not Applicable,ML81547288,303 Philip Drive,569000,19,2,2,2,0,1237,,Daly City,41
Pending,Not Applicable,ML81550202,221 S Fremont Street,569000,0,1,2,1,0,919,106112.16,San Mateo,27
Active,Not Applicable,ML81550509,6421 Dairy Avenue,569000,25,2,3,2,0,942,5357.88,Newark,63
Pending,Not Applicable,ML81551152,125 Burbank Street,569000,10,3,3,3,0,1651,0,Hayward,6
Pending,Not Applicable,ML81550205,31625 Medinah Street,568888,15,2,4,2,0,1347,5005.04,Hayward,60
Pending,Not Applicable,ML81547157,121 Orchard Park Place,568000,11,3,3,2,1,1622,5000,Hayward,15
Active,Not Applicable,ML81562272,1059 La Sierra Terrace,568000,12,3,3,2,1,1212,1,Union City,19
Active,Not Applicable,ML81550120,1953 Vista del Mar ,567000,27,1,1,1,0,765,13000,San Mateo,32
Pending,Court Confirmation May Be Req'd,ML81517767,107 Oak Court,565000,129,2,3,2,0,1200,,Daly City,25
Pending,Potential Short Sale / Lender Appr Required,ML81533264,454 89th Street,550000,11,1,3,1,0,1140,7350,Daly City,69
Contingent,Not Applicable,ML81549214,4804 Iris Terrace,550000,11,2,2,2,0,930,,Fremont,29
Pending,Potential Short Sale / Lender Appr Required,ML81550245,38 Buchanan Court,550000,1,2,4,2,0,2040,5929,East Palo Alto,28
Active,Not Applicable,ML81561255,1 Baldwin Avenue,550000,19,2,2,2,0,1140,86325,San Mateo,28
Contingent,Not Applicable,ML81562321,1800 Stevens Avenue,550000,11,1,3,1,0,1070,5998.21,East Palo Alto,64
Pending,Not Applicable,ML81561241,1008 San Antonio Circle,549900,5,2,2,2,0,1004,696790.12,Daly City,30
Pending,"Continue to Show, Release Clause Present, Potential Short Sale / Lender Appr Required",ML81434096,13170 NEPTUNE Drive,549000,361,3,3,3,0,2356,2555,San Leandro,17
Active,Not Applicable,ML81545299,460 Violet Street,549000,81,2,3,2,0,1182,5301,San Leandro,68
Pending,Not Applicable,ML81547971,3116 Adeline Street,549000,19,2,2,1,1,1329,0,Oakland,12
Pending,Not Applicable,ML81548307,835 N Humboldt Street,548888,24,1,1,1,0,693,,San Mateo,51
Pending,Not Applicable,ML81551144,34667 Tabu Terrace,548888,12,2,2,2,0,892,138956.4,Fremont,29
Contingent,Potential Short Sale / Lender Appr Required,ML81547856,19686 Bernal Street,545000,0,2,3,2,0,1552,5601.82,Castro Valley,55
Pending,Not Applicable,ML81547896,3695 Stevenson Boulevard,542000,5,2,2,2,0,1040,0,Fremont,25
Pending,Not Applicable,ML81551013,2330 University Avenue,539000,12,2,2,2,0,981,20106,East Palo Alto,10
Active,Not Applicable,ML81563113,3015 Los Prados Street ,539000,7,2,2,2,0,950,,San Mateo,53
Pending,Not Applicable,ML81548615,31154 Meadowbrook Avenue,538000,13,2,3,2,0,1231,5005.04,Hayward,61
Pending,Not Applicable,ML81549847,26509 Montana Way,535000,17,2,3,2,0,1462,5460,Hayward,62
Pending,Not Applicable,ML81548013,39251 Walnut Terrace,534999,26,2,2,2,0,1104,,Fremont,32
Pending,Not Applicable,ML81547924,153 Newhall Street,530000,16,2,3,2,0,1142,7535.88,Hayward,62
Contingent,Not Applicable,ML81520643,2230 Gellert Boulevard,528000,38,1,1,1,0,828,,South San Francisco,8
Pending,Not Applicable,ML81550029,749 60th Street,525000,16,1,2,1,0,1417,4456.19,Oakland,95
Pending,Not Applicable,ML81550630,37155 Aspenwood Common,525000,5,2,2,2,0,1083,,Fremont,30
Pending,Not Applicable,ML81550886,16543 Hannah Drive,525000,103,2,4,2,0,1884,4400,San Leandro,54
Pending,Not Applicable,ML81551034,1001 San Antonio Circle,525000,17,2,2,2,0,999,923,Daly City,30
Pending,Not Applicable,ML81561199,777 Morrell Avenue,525000,11,1,1,1,0,880,22686.05,Burlingame,34
Contingent,Not Applicable,ML81548021,2370 Greendale Drive,519950,10,1,2,1,0,858,19122.84,South San Francisco,45
Active,Not Applicable,ML81561352,3865 Carter Drive,518888,19,2,2,2,0,1033,125043,South San Francisco,17
Contingent,Not Applicable,ML81546303,3885 Carter Drive,515000,13,2,2,2,0,1090,125043.34,South San Francisco,20
Pending,Not Applicable,ML81551017,27704 Calaroga Avenue,515000,16,2,3,2,0,1119,5500,Hayward,61
Pending,Not Applicable,ML81547956,3217 Monika Lane,500000,18,3,3,3,0,1900,1986.34,Hayward,36
Active,Not Applicable,CRIG16018275,23455 Lynn Street,500000,,1,3,1,0,1387,5115,Hayward,
Pending,Not Applicable,ML81561389,39821 Cedar Boulevard,499900,12,2,3,2,0,1283,275299.2,Newark,30
Active,Not Applicable,ML81548728,1272 Encina Street,499888,40,2,3,2,0,1119,5301.25,Hayward,60
Active,Not Applicable,ML81545606,16341 KENT AVE ,499000,71,1,3,1,0,1117,12650,San Lorenzo,115
Pending,Not Applicable,ML81548046,7 Embarcadero ,499000,39,2,2,2,0,1031,,Oakland,42
Pending,Not Applicable,ML81548653,301 Chapman Avenue,499000,2,1,2,1,0,700,5000.69,South San Francisco,104
Active,Not Applicable,ML81548721,1 Baldwin Avenue,499000,40,1,1,1,0,1000,86322.85,San Mateo,28
Pending,Not Applicable,ML81549468,3695 Stevenson Boulevard,499000,4,2,2,2,0,1040,,Fremont,25
Pending,Not Applicable,ML81550681,2827 25th Avenue,499000,13,1,3,1,0,1300,5000.69,Oakland,85
Pending,Not Applicable,ML81550829,22626 Amador Street,499000,9,3,3,2,1,1542,1285.02,Hayward,7
Active,Potential Short Sale / Lender Appr Required,ML81561572,1150 Elgin Street,499000,17,2,3,1,1,1190,5000.69,San Lorenzo,60
Contingent,Not Applicable,ML81561669,3033 Los Prados Street,499000,10,2,2,2,0,950,58814.71,San Mateo,53
Active,Not Applicable,ML81562036,48 Randolph Avenue,499000,14,1,3,1,0,1000,2500.34,South San Francisco,96
Active,Not Applicable,ML81562784,833 North Humboldt ,499000,8,1,1,1,0,693,693,San Mateo,51
Pending,Not Applicable,ML81549918,4323 Solano Way,498000,10,3,3,2,1,1338,1600,Union City,44
Pending,Not Applicable,ML81550025,4241 Solar Circle,498000,17,3,4,2,1,1584,1655.28,Union City,43
Active,Not Applicable,ML81563376,5653 Impatiens Common,498000,6,2,2,2,0,850,0,Fremont,22
Active,Not Applicable,ML81563599,808 Laurel Avenue,498000,4,1,1,1,0,774,23165.21,San Mateo,55
Active,Not Applicable,ML81563823,22646 4th Street,498000,3,2,4,2,0,1590,5492,Hayward,61
Active,Not Applicable,ML81563163,1919 Alameda De Las Pulgas ,495000,6,1,1,1,0,663,131328,San Mateo,42
Active,Not Applicable,ML81563959,4123 George Avenue,495000,1,1,1,1,0,840,319490.82,San Mateo,51
Active,Not Applicable,ML81563721,400 Davey Glen Road,490000,4,1,1,1,0,725,,Belmont,51
Contingent,Not Applicable,ML81551162,480 E Okeefe Street,489000,7,1,1,1,0,663,30992.94,East Palo Alto,35
Active,Not Applicable,ML81562392,524 Sycamore Avenue,488888,12,2,3,2,0,998,4599.94,Hayward,96
Active,Not Applicable,ML81562595,25724 Booker Way,488888,11,1,3,1,0,1040,7802,Hayward,62
Contingent,Not Applicable,ML81563898,4414 Bel Estos Way,485000,0,3,4,2,1,1632,1838.23,Union City,45
Pending,Not Applicable,ML81562191,2620 Teal Lane,479888,10,3,2,2,1,1188,80586,Union City,33
Pending,Not Applicable,ML81562419,28452 Rochelle Avenue,479000,6,2,3,2,0,1260,5166.22,Hayward,62
Active,Not Applicable,ML81563787,4261 Solar Circle,479000,4,3,4,2,1,1584,1655.28,Union City,43
Pending,Not Applicable,ML81545953,1910 Barrymore Common,475000,39,2,2,2,0,991,0,Fremont,35
Active,,ML81546525,25651 Lewis Drive,475000,58,1,2,1,0,812,5000.69,Hayward,65
Active,Not Applicable,ML81549698,3532 Lyon Avenue,475000,29,1,2,1,0,1100,4200,Oakland,91
Active,Not Applicable,CRIG15265586,2450 68th Avenue,469900,,2,3,1,1,1930,5000,Oakland,
Pending,Not Applicable,ML81550339,177 N El Camino Real ,469000,12,1,1,1,0,710,107196.8,San Mateo,67
Pending,Not Applicable,ML81562050,27641 Pensacola Way,468000,8,2,3,2,0,1000,5000.69,Hayward,62
Contingent,Not Applicable,ML81545960,40425 Chapel Way,459999,36,2,3,2,0,1228,108028.8,Fremont,33
Pending,Not Applicable,ML81499058,32006 Paloma Court,459888,112,3,2,2,1,1126,1,Union City,33
Active,Not Applicable,ML81562160,1090 Main Street,459000,13,1,1,1,0,795,29851.67,Redwood City,33
Pending,Not Applicable,ML81550352,6246 Joaquin Murieta Avenue,455000,7,2,2,1,1,1112,1112,Newark,34
Pending,Potential Short Sale / Lender Appr Required,ML81484468,375 Rhine Street,450000,3,1,2,1,0,1030,2500,Daly City,88
Pending,Potential Short Sale / Lender Appr Required,ML81518649,2647 Fordham Street,450000,3,1,3,1,0,1010,5508,East Palo Alto,62
Pending,Not Applicable,ML81535110,8437 Golf Links Road,450000,71,1,2,1,0,1337,5758.63,Oakland,69
Pending,Not Applicable,ML81548118,38495 Burdette Common,449950,11,2,2,1,1,976,662.11,Fremont,37
Active,Not Applicable,ML81563515,1458 Hudson Street,449950,5,1,1,1,0,710,49079.05,Redwood City,46
Pending,Not Applicable,ML81562437,31094 Granger Avenue,449888,9,1,2,1,0,843,12250,Union City,87
Pending,Not Applicable,ML81518333,76 Gorge Gulch Road,449000,108,1,1,1,0,480,76700,La Honda,45
Pending,Not Applicable,ML81545796,846 F Street,449000,27,1,3,1,0,900,5000.69,Union City,76
Pending,Not Applicable,ML81547983,395 Imperial Way,449000,17,2,2,2,0,1065,1057906.87,Daly City,42
Contingent,Not Applicable,ML81550449,1551 Southgate Avenue,449000,16,2,2,2,0,1029,186215,Daly City,42
Contingent,Not Applicable,ML81547313,965 Shorepoint Court,448888,43,2,2,2,0,995,101259.58,Alameda,45
Active,Not Applicable,ML81563487,4130 Lunar ,448800,5,2,3,1,1,1255,1632,Union City,46
Pending,Not Applicable,ML81562940,395 Imperial Way,448500,3,2,2,2,0,1065,1057906.87,Daly City,42
Pending,Not Applicable,ML81562529,26260 Stanwood Avenue,446000,5,1,3,1,0,1059,5414.51,Hayward,64
Pending,Not Applicable,ML81548521,3212 Deering ,440000,26,1,2,1,0,1156,2555,Oakland,78
Pending,Not Applicable,ML81548383,250 Willow Avenue,435000,14,1,1,1,0,750,18341,South San Francisco,36
Active,Not Applicable,ML81563643,39865 Cedar Boulevard,434900,4,2,2,2,0,1071,275299.2,Newark,30
Active,Not Applicable,ML81515365,141 Recreation Drive,429000,165,1,1,1,0,610,8480,La Honda,74
Pending,Not Applicable,ML81533353,240 N Bayshore Boulevard,429000,48,1,1,1,0,725,63584,San Mateo,33
Pending,Not Applicable,ML81549432,6301 Shelter Creek Lane,429000,11,1,1,1,0,680,1679616.97,San Bruno,44
Pending,Not Applicable,ML81549311,396 Imperial Way,429000,12,1,1,1,0,817,1057906,Daly City,42
Pending,Potential Short Sale / Lender Appr Required,ML81546783,772 Via Mariposa Village,425000,52,1,3,1,0,1000,5000,San Lorenzo,72
Active,Not Applicable,ML81563428,7323 Shelter Creek Lane,425000,5,1,1,1,0,680,1679615,San Bruno,44
Pending,Not Applicable,ML81548622,39887 Cedar Boulevard,420000,20,2,2,2,0,1071,275300,Newark,30
Active,Not Applicable,ML81563406,4251 Shelter Creek Lane,418888,5,1,1,1,0,680,0,San Bruno,44
Active,Not Applicable,ML81563786,4347 Shelter Creek Lane,415000,4,1,1,1,0,680,0,San Bruno,44
Pending,Not Applicable,ML81534477,2047 27th Avenue,410888,70,2,3,2,0,2581,3800,Oakland,107
Pending,Not Applicable,ML81549443,740 Canyon Oaks Drive,399999,18,2,2,2,0,1123,0,Oakland,28
Pending,Potential Short Sale / Lender Appr Required,ML81548053,944 Lynn Court,399950,3,1,3,1,0,1432,5719.43,San Lorenzo,66
Active,Not Applicable,ML81562505,9001 D Street,399900,11,1,3,1,0,1248,3685,Oakland,33
Active,Not Applicable,ML81548032,4348 Shelter Creek Lane,399000,46,1,1,1,0,680,1679615,San Bruno,44
Pending,Not Applicable,ML81549799,373 Half Moon Lane,399000,15,1,1,1,0,717,1057906.87,Daly City,42
Active,Not Applicable,ML81563640,77 Madrone Avenue,399000,4,2,2,1,1,1554,51836.4,Pescadero,89
Pending,Not Applicable,ML81547562,625 Marcie Circle,398888,29,1,1,1,0,750,14954.15,South San Francisco,36
Contingent,Not Applicable,ML81550734,623 Brosnan Court,398000,6,1,1,1,0,750,14953,South San Francisco,36
Active,Not Applicable,ML81562146,359 Half Moon Lane,398000,13,1,1,1,0,717,1057906.87,Daly City,42
Active,Not Applicable,ML81563413,401 Piccadilly Place,398000,5,1,1,1,0,650,170010.32,San Bruno,45
Active,Not Applicable,ML81522256,5614 Scoville Street,395000,118,1,2,1,0,887,5400,Oakland,98
Pending,Not Applicable,ML81549187,397 Half Moon Lane,395000,13,1,1,1,0,788,1057906,Daly City,42
Active,Not Applicable,ML81562866,2349 Shelter Creek Lane,389950,8,1,1,1,0,680,1679615,San Bruno,44
Pending,Not Applicable,ML81545496,373 Half Moon Lane,389000,29,1,1,1,0,717,1057906.87,Daly City,41
Pending,Not Applicable,ML81548825,377 Mandarin Drive,388000,11,1,1,1,0,717,1057906,Daly City,42
Active,Not Applicable,ML81550349,1019 San Gabriel Circle,388000,26,1,1,1,0,711,696789,Daly City,30
Pending,Potential Short Sale / Lender Appr Required,ML81473010,171 Goodrich Street,385000,696,1,3,1,0,1572,6200,Hayward,63
Contingent,Not Applicable,ML81546929,396 Imperial Way,379000,7,1,1,1,0,717,1057906.87,Daly City,42
Pending,Not Applicable,ML81547597,27832 Hummingbird Court,379000,30,2,3,1,1,1254,945.25,Hayward,45
Pending,Court Confirmation May Be Req'd,ML81534335,211 Boardwalk Avenue,375000,81,1,1,1,0,650,122839.2,San Bruno,44
Active,HUD Owned,ML81563348,371 Imperial Way,375000,6,1,2,1,0,815,0,Daly City,42
Pending,Potential Short Sale / Lender Appr Required,ML81499750,1181 Spring Valley Common,374950,36,3,3,2,1,1274,1140,Livermore,30
Active,Not Applicable,ML81561508,814 N Delaware Street,369888,9,1,0,1,0,473,1114918.2,San Mateo,51
Active,Not Applicable,ML81562584,39219 Guardino Drive,369000,11,1,1,1,0,693,0,Fremont,29
Pending,Not Applicable,ML81548773,371 Imperial Way,368000,19,1,1,1,0,717,1057906,Daly City,42
Contingent,Not Applicable,ML81549210,391 Mandarin Drive,365000,23,1,1,1,0,717,1057906,Daly City,42
Pending,Not Applicable,ML81521009,962 70TH Avenue,360000,67,3,4,3,0,1596,5000,Oakland,67
Pending,Not Applicable,ML81534205,7401 HALLIDAY Avenue,360000,68,3,3,2,1,1592,3360,Oakland,75
Pending,Not Applicable,ML81549469,1126 Cherry Avenue,349000,18,1,1,1,0,450,150691.46,San Bruno,45
Pending,Not Applicable,ML81550234,3300 Wolcott Common,349000,21,1,1,1,0,712,,Fremont,33
Pending,Not Applicable,ML81521958,22229 Pearce Street,339000,96,1,2,1,0,758,2090,Hayward,97
Pending,Not Applicable,ML81548871,32609 Brenda Way,338000,14,1,2,1,0,810,,Union City,43
Pending,Not Applicable,ML81562246,27323 Tyrrell Avenue,335000,0,1,2,1,0,824,,Hayward,57
Pending,Not Applicable,ML81550473,1551 Southgate Avenue,329900,6,1,1,1,0,813,186214.64,Daly City,42
Pending,Not Applicable,ML81469865,2327 19th Avenue,329000,0,1,3,1,0,1209,5000,Oakland,100
Pending,Not Applicable,ML81551181,1332 Shelter Creek Lane,328000,13,1,0,1,0,490,1679615,San Bruno,44
Active,Not Applicable,ML81563591,3909 Stevenson Boulevard,328000,117,1,1,1,0,740,0,Fremont,44
Pending,Not Applicable,ML81545478,416 Darien Avenue,325000,19,2,3,2,0,825,4056,Oakland,73
Pending,Potential Short Sale / Lender Appr Required,ML81459896,5732 E 15th Street,320000,251,1,2,1,0,884,6050,Oakland,106
Pending,Auction,ML81522301,8223 Shelter Creek Lane,310000,72,1,1,1,0,680,1679615,San Bruno,43
Pending,Not Applicable,ML81562184,405 Piccadilly Place,309000,10,1,0,1,0,450,177206.44,San Bruno,45
Contingent,Not Applicable,ML81549359,2111 Shelter Creek Lane,308000,13,1,0,1,0,490,0,San Bruno,44
Pending,Not Applicable,CROC15266131,1087 MURRIETA Boulevard,300000,,1,2,1,0,954,,Livermore,
Active,Not Applicable,ML81549052,397 Imperial Way,299000,15,1,0,1,0,483,24.29,Daly City,42
Pending,Not Applicable,ML81548930,7 Captain Drive,299000,0,1,1,1,0,552,,Emeryville,43
Pending,Not Applicable,ML81546629,1714 67th Avenue,289000,30,1,2,1,0,762,2500.34,Oakland,90
Pending,Auction,ML81548568,2015 46th Avenue,275000,20,1,3,1,0,1056,1951.49,Oakland,96
Active,Not Applicable,ML81512586,1614 Hudson Street,269980,158,1,0,1,0,389,53802,Redwood City,51
Active,Not Applicable,ML81513266,25129 Copa Del Oro Drive,269000,185,1,1,1,0,608,,Hayward,24
Contingent,Not Applicable,ML81563656,1551 Southgate Avenue,259000,3,1,0,1,0,495,186214.64,Daly City,42
Pending,Not Applicable,ML81546580,26088 Kay Avenue,219900,30,1,1,1,0,606,,Hayward,31
