Status,AdditionalListingInfo,MLSNumber,StreetDirPrefix,StreetDirSuffix,StreetName,StreetNumber,StreetSuffix,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Sold,Not Applicable,ML81534158,,,De Anza,1700,Boulevard,912888,8,2,2,2,0,1089,153456,San Mateo,24
Sold,Not Applicable,ML81514474,,,Branson,3505,Drive,912500,0,2,4,2,0,1340,5000,San Mateo,67
Sold,Not Applicable,ML81513931,,,Columbus,731,Street,912000,18,2,3,2,0,1410,4500,El Granada,50
Sold,Not Applicable,ML81515608,,,Geoffrey,3151,Drive,912000,33,2,3,2,0,1300,5000,San Bruno,55
Sold,Not Applicable,ML81534042,,,Sycamore,747,Avenue,912000,32,2,3,1,1,1600,5200,San Bruno,65
Sold,Not Applicable,ML81518103,,,Higate,758,Drive,910800,13,2,4,2,0,1500,5115,Daly City,55
Sold,Not Applicable,ML81516147,,,Portwalk,804,Place,910000,11,3,2,2,1,1110,999,Redwood Shores,28
Sold,Not Applicable,ML81521986,,,Edwin Markham,20100,Drive,910000,4,3,4,3,0,2324,5250,Castro Valley,30
Sold,Not Applicable,ML81534789,,,Mira Vista,85,Court,910000,19,3,3,3,0,1270,4059,Daly City,52
Sold,Not Applicable,ML81545543,,,Horgan,50,Avenue,910000,16,2,3,2,0,1550,134560,Redwood City,36
Sold,Not Applicable,ML81547262,,,Hastings Shore Lane,2208,,910000,27,3,3,3,0,1411,168569,Redwood City,21
Sold,Not Applicable,ML81533648,,,Cork Harbour,445,Circle,908000,11,2,3,2,0,1328,441876,Redwood Shores,30
Sold,Not Applicable,ML81545674,,,Rockwood,331,Drive,908000,10,2,3,2,0,1310,4499.75,South San Francisco,66
Sold,Not Applicable,ML81512083,,,Parkmont,38093,Drive,906000,14,2,3,2,0,1715,7616,Fremont,55
Sold,Not Applicable,ML81499651,,,Washington,1760,Street,905000,11,2,4,2,0,1680,5950,San Mateo,61
Sold,Not Applicable,ML81513608,,,Gellert,944,Boulevard,905000,9,3,3,3,0,1750,3135,Daly City,42
Sold,Not Applicable,ML81516397,,,Humboldt,180,Road,905000,16,2,3,2,0,2100,8375,Brisbane,30
Sold,Not Applicable,ML81534718,,,Trenton,2370,Drive,905000,13,2,3,2,0,1450,5356,San Bruno,59
Sold,,ML81545797,,,Windsor,147,Drive,905000,35,1,1,1,0,762,4499.75,San Carlos,70
Sold,Not Applicable,ML81548002,N,,San Mateo,153,Drive,903000,6,2,2,2,0,1362,35710.49,San Mateo,21
Sold,Not Applicable,ML81512034,,,Taylor,1666,Street,902000,8,2,3,2,0,1220,5356,San Mateo,61
Sold,Not Applicable,ML81522717,,,Cobb,1318,Street,902000,12,2,3,2,0,1190,5200,San Mateo,62
Sold,Not Applicable,ML81516069,,,Oneill,3916,Drive,901000,8,1,2,1,0,1130,5000,San Mateo,65
Sold,Not Applicable,ML81522388,,,Augustine,35796,Court,901000,19,2,3,2,0,1523,7716,Fremont,45
Sold,"Not Applicable, Comp Only",ML81512778,,,Horgan,50,Avenue,900000,0,2,3,2,0,1550,,Redwood City,36
Sold,Not Applicable,ML81516204,,,El Camino Real,151,,900000,11,2,2,2,0,1027,,Millbrae,5
Sold,Not Applicable,ML81516355,,,Coronado,439,Street,900000,7,2,3,2,0,1500,5200,El Granada,17
Sold,Not Applicable,ML81517461,,,7th,457,Avenue,900000,49,2,3,2,0,1530,6000,Menlo Park,74
Sold,Not Applicable,ML81518329,,,Longview,3350,Drive,900000,13,2,3,2,0,1640,30000,San Bruno,53
Sold,Not Applicable,ML81519232,,,Treasure Island,300,Drive,900000,21,2,2,1,1,1230,1741,Belmont,25
