Status,AdditionalListingInfo,MLSNumber,StreetDirPrefix,StreetDirSuffix,StreetName,StreetNumber,StreetSuffix,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Sold,Not Applicable,ML81521564,,,Elton,14851,Drive,1020000,8,1,3,1,0,1635,8925,San Jose,65
Sold,Not Applicable,ML81521633,,,Sunlite,954,Drive,1020000,5,2,3,2,0,1225,5789,Santa Clara,66
Sold,Not Applicable,ML81522892,,,Rosemar,3711,Avenue,1020000,129,1,1,1,0,2196,267343,San Jose,72
Sold,Not Applicable,ML81522971,,,Sepulveda,2180,Avenue,1020000,26,3,5,2,1,2077,8508,Milpitas,38
Sold,Not Applicable,ML81533859,,,Almarida,1014,Drive,1020000,34,3,3,2,1,1741,8001,Campbell,53
Sold,Not Applicable,ML81534719,,,Montara,674,Terrace,1018000,10,4,3,3,1,1658,2265,Sunnyvale,10
Sold,Not Applicable,ML81519895,,,Bright Willow,1986,Circle,1015000,8,3,3,2,1,1828,3335,San Jose,10
Sold,Not Applicable,ML81521366,,,Orchard,315,Avenue,1015000,17,2,3,2,0,1379,5294,Sunnyvale,73
Sold,Not Applicable,ML81545242,,,Sunbonnet,964,Loop,1015000,14,3,3,2,1,2069,3010,San Jose,15
Sold,Not Applicable,ML81549451,,,Josephine,1987,Avenue,1015000,8,2,3,2,0,1504,7040,San Jose,58
Sold,Court Confirmation May Be Req'd,ML81519630,,,Zinfandel,1123,Way,1010007,29,3,4,2,1,2083,8209,San Jose,45
Sold,Not Applicable,ML81520060,,,Pitlochry,7121,Drive,1010000,44,6,5,5,1,3996,9634,Gilroy,14
Sold,Not Applicable,ML81521879,,,Grant,344,Avenue,1010000,36,1,2,1,0,899,871,Palo Alto,32
Sold,Not Applicable,ML81521961,,,Salerno,1045,Drive,1010000,17,2,3,1,1,1374,8712,Campbell,68
Sold,Not Applicable,ML81522253,,,Oak Estates,2817,Court,1010000,45,3,4,2,1,1876,9552,San Jose,42
Sold,Not Applicable,ML81533917,W,,Edith,150,,1010000,9,2,2,2,0,1086,1307,Los Altos,47
Sold,Not Applicable,ML81546311,,,Sierra Vista,612,Avenue,1010000,13,3,2,2,1,1276,919.12,Mountain View,37
Sold,New Subdivision,ML81516563,,,Amaryllis,337,Terrace,1008888,55,3,3,2,1,1366,1439,Sunnyvale,0
Sold,Not Applicable,ML81547611,,,Malone,1286,Road,1007000,10,1,2,1,0,1196,7924,San Jose,65
Sold,Not Applicable,ML81518833,W,,Arbor,140,Avenue,1006000,12,2,3,2,0,1267,6213,Sunnyvale,65
Sold,Not Applicable,ML81521543,,,Headen,4489,Way,1005000,41,3,3,2,1,1716,1307,Santa Clara,12
Sold,Not Applicable,ML81521880,,,Kobara,1972,Lane,1005000,10,3,3,2,1,1705,7242,San Jose,58
Sold,Not Applicable,ML81534851,,,Martin,1438,Avenue,1005000,5,2,3,2,0,1800,10881.29,San Jose,0
Sold,Not Applicable,ML81548457,,,Socorro,1274,Avenue,1005000,9,2,3,2,0,1108,5610,Sunnyvale,61
