Active,Not Applicable,ML81563110,1219 Mcintosh Avenue,1688000,7,2,4,2,0,1752,8000,Sunnyvale,56
Pending,Not Applicable,ML81533812,18301 Vanderbilt Drive,1680000,70,3,3,2,1,2069,8040,Saratoga,59
Pending,Not Applicable,ML81549351,1519 Mariposa Avenue,1680000,8,1,2,1,0,991,6960.89,Palo Alto,70
Pending,Court Confirmation May Be Req'd,ML81549622,798 W Iowa Avenue,1678000,11,3,4,2,1,2275,9596,Sunnyvale,61
Pending,Not Applicable,ML81547643,149 Debussy Terrace,1675000,23,3,3,2,1,1988,3419.46,Sunnyvale,16
Pending,Not Applicable,ML81548468,458 Purisima Avenue,1675000,15,3,5,3,0,2056,6386,Sunnyvale,60
Pending,Not Applicable,ML81561539,1360 Bobolink Circle,1675000,10,2,4,2,0,2270,6825,Sunnyvale,57
Active,Not Applicable,ML81561569,1696 Mulberry Lane,1670000,15,3,4,3,0,2447,10071.07,San Jose,54
Contingent,Not Applicable,ML81547873,2048 Glen Una Avenue,1669000,19,3,4,3,0,2687,6000,San Jose,6
Active,Not Applicable,ML81550466,5744 Trowbridge Way,1669000,19,5,4,4,1,3293,9633,San Jose,19
Active,Not Applicable,ML81563190,10169 S Foothill Boulevard,1668000,6,4,4,3,1,2406,8363.52,Cupertino,39
Active,Not Applicable,ML81549729,204 Edelen Avenue,1662000,90,2,3,2,0,1663,5649.73,Los Gatos,66
Active,New Subdivision,ML81534529,1094 Valentine Court,1650000,68,3,4,3,0,2860,7496,San Jose,0
Pending,Not Applicable,ML81546794,509 Kinross Court,1650000,9,3,5,3,0,2469,6829,Sunnyvale,52
Active,New Subdivision,ML81547868,3715 Rosemar Avenue,1650000,47,3,5,3,0,3541,8200,San Jose,0
Pending,Not Applicable,ML81550000,1121 Lafayette Drive,1650000,10,3,6,3,0,2316,5998.21,Sunnyvale,62
Pending,Not Applicable,ML81550702,127 Belhaven Drive,1650000,9,3,5,3,0,2448,10760,Los Gatos,50
Active,Not Applicable,ML81563526,4981 Bridgeview Lane,1650000,5,4,4,3,1,3688,8437.57,San Jose,11
Active,Not Applicable,ML81564117,14365 La Rinconada Drive,1650000,1,2,3,1,1,1015,10650.42,Los Gatos,57
Active,Not Applicable,ML81550796,1843 Thyme Creek,1649999,21,4,5,4,0,2484,3355,San Jose,3
Pending,Not Applicable,ML81549759,1156 S Bernardo Avenue,1649000,8,2,4,2,0,2065,7631.71,Sunnyvale,53
Active,Not Applicable,ML81563361,1254 University Avenue,1649000,6,2,4,2,0,2490,10000,San Jose,91
Active,Not Applicable,ML81563647,1460 Hampton Drive,1649000,4,3,3,2,1,1717,7368,Sunnyvale,66
Active,Not Applicable,ML81563030,7975 Rainbow Drive,1648000,7,2,3,2,0,1790,7021.87,Cupertino,53
Active,New Subdivision,ML81562952,20078 Marigny Place ,1640000,7,3,3,2,1,2153,2400,Saratoga,1
Active,Not Applicable,ML81561528,1203 Valley Quail Circle,1638888,18,3,4,3,0,2621,8400,San Jose,30
Active,Not Applicable,ML81549922,1474 S Bernardo Avenue,1638000,28,2,3,2,0,1725,8803,Sunnyvale,57
Active,Not Applicable,ML81549891,1045 Hazel Avenue,1628000,28,4,4,3,1,2309,6050.48,Campbell,0
Active,Not Applicable,ML81561250,3437 Park Boulevard,1600000,19,1,3,1,0,1006,5000,Palo Alto,67
Active,Not Applicable,ML81561914,998 Eden Avenue,1600000,14,3,4,3,0,2804,13503,San Jose,28
Active,,ML81562785,13741 Quito Road,1600000,8,2,3,1,1,1252,9526.57,Saratoga,62
Active,Not Applicable,ML81563191,5946 Crossmont Circle,1599950,6,3,5,3,0,3260,7971.48,San Jose,37
Active,New Subdivision,ML81485735,1639 Spring Street,1599888,236,3,5,3,0,2350,5758,Mountain View,0
Active,Not Applicable,ML81549881,1074 Malone Road,1599888,28,3,4,2,1,2065,8160,San Jose,67
Pending,REO / Bank Owned Property,ML81523008,4997 Gardenside Pl ,1599000,83,4,4,3,1,3688,9148,San Jose,12
Pending,Not Applicable,ML81547657,2524 Gerald Way,1599000,12,3,4,3,0,2578,9000,San Jose,66
Pending,Not Applicable,ML81548445,116 Waverly Street,1599000,22,4,4,3,1,1952,6000,Sunnyvale,73
Active,Not Applicable,ML81549094,3745 Norwood Avenue,1599000,35,3,3,2,1,1844,108900,San Jose,37
Pending,Not Applicable,ML81550018,6806 Windsor Way,1599000,13,2,4,2,0,1704,6834,San Jose,58
Pending,Not Applicable,ML81550103,1428 Maysun Court,1599000,13,3,4,3,0,3388,9029.99,Campbell,24
Active,Court Confirmation May Be Req'd,ML81549730,10036 Crescent Road,1599000,8,2,5,2,0,2286,8500,Cupertino,77
Active,Not Applicable,ML81550179,999 Blair Avenue,1599000,27,2,3,2,0,1652,6500,Sunnyvale,61
Active,Not Applicable,ML81550505,15855 Blossom Hill Road,1599000,16,3,3,3,0,1743,12349.26,Los Gatos,60
Active,Not Applicable,ML81561854,10920 Prieta Court,1599000,14,4,5,4,0,4100,28000.37,San Jose,58
Active,Not Applicable,ML81562922,934 W Olive Avenue,1599000,8,3,4,2,1,1933,5985.14,Sunnyvale,38
Pending,Not Applicable,ML81564101,2324 HERITAGE Drive,1599000,0,3,5,3,0,2566,8276.4,San Jose,50
Active,Not Applicable,ML81563378,4168 Pinot Gris Way,1598888,5,3,5,3,0,3458,8049.89,San Jose,27
Pending,Not Applicable,ML81546735,2260 Cirelli Drive,1598000,30,5,5,4,1,3788,14526,San Jose,4
Pending,Not Applicable,ML81549304,10883 Leavesley Place,1598000,6,2,3,2,0,1888,8960,Cupertino,47
Pending,Not Applicable,ML81562310,1737 Priscilla Court,1598000,7,2,3,2,0,1427,7110,Mountain View,60
Active,Not Applicable,ML81522492,628 Hope Street,1595000,116,3,2,2,1,1370,0,Mountain View,0
Active,Not Applicable,ML81533713,16351 Paradise Valley Lane,1595000,91,4,4,3,1,4348,87133,Morgan Hill,26
Pending,Not Applicable,ML81549325,320 Poe Street,1595000,16,3,2,2,1,1638,1102.07,Palo Alto,40
Active,Not Applicable,ML81563799,1358 Frontenac Avenue,1595000,3,2,4,2,0,1371,6955,Sunnyvale,61
Active,New Subdivision,ML81550218,1952 San Luis Avenue,1593888,25,3,3,2,1,1496,,Mountain View,1
Active,New Subdivision,ML81563510,1978 San Luis Avenue,1593888,5,3,3,2,1,1496,,Mountain View,0
Active,Not Applicable,ML81547733,844 Virginia Avenue,1590000,48,2,4,2,0,2000,9900,Campbell,91
Contingent,Not Applicable,ML81547762,3583 Meadowlands Lane,1590000,11,3,4,2,1,3100,29185.2,San Jose,18
Active,New Subdivision,ML81561558,1116 Boranda Avenue,1590000,11,3,4,3,0,2112,2635.38,Mountain View,9
Active,Not Applicable,ML81548946,1477 Lesher Court,1590000,11,2,5,2,0,2404,11875,San Jose,52
Active,Not Applicable,ML81563547,400 Dallas Drive,1589000,5,3,3,2,1,2649,10402.13,Campbell,13
Active,Not Applicable,ML81547417,355 Kirby Avenue,1588888,49,2,4,2,0,2800,633362,Morgan Hill,31
Contingent,Not Applicable,ML81550994,19271 Phil Lane,1588888,16,2,3,2,0,1662,6098.4,Cupertino,62
Active,Not Applicable,ML81563436,2683 Tuliptree Lane,1588888,5,2,4,2,0,2031,9600.62,Santa Clara,44
Active,Not Applicable,ML81535044,2550 Pacheco Pass Highway,1588885,84,2,3,2,0,1700,781466.4,Gilroy,58
Pending,Not Applicable,ML81512910,1424 Norman Drive,1588000,108,2,3,2,0,2376,9583,Sunnyvale,11
Pending,Not Applicable,ML81561884,6956 Claywood Way,1588000,6,3,4,3,0,2760,13128.98,San Jose,36
Pending,Not Applicable,ML81550014,1046 Windsor Street,1580000,8,1,3,1,0,1114,12384.98,San Jose,63
Pending,Not Applicable,ML81548409,2330 Weston Drive,1579000,3,3,4,2,1,1925,6000,San Jose,55
Contingent,Not Applicable,ML81454517,3025 Godfrey Avenue,1575000,302,3,3,3,0,2485,407286,Gilroy,11
Pending,Not Applicable,ML81515729,2010 Spanish Bay Court,1575000,136,4,4,3,1,3114,6767,San Jose,22
Pending,Not Applicable,ML81549344,1229 Glenn Avenue,1575000,5,2,3,2,0,1708,7020,San Jose,78
Active,Not Applicable,ML81550235,1318 Britton Avenue,1575000,26,2,3,2,0,1629,7270.16,San Jose,64
Pending,New Subdivision,ML81514016,1128 Boranda Avenue,1570000,118,3,4,3,0,2112,1208,Mountain View,8
Active,Not Applicable,ML81549217,101 Alma Street,1560000,35,2,2,2,0,1216,0,Palo Alto,56
Pending,Not Applicable,ML81515661,847 Sierra Vista Avenue,1556894,41,4,4,3,1,1972,1500,Mountain View,0
Active,Not Applicable,ML81563293,1223 Doyle Circle,1555000,6,3,4,2,1,2331,3911.69,Santa Clara,11
Contingent,Not Applicable,ML81546228,1601 Martin Avenue,1550000,37,2,4,2,0,1575,5700,Sunnyvale,57
Pending,Not Applicable,ML81550275,546 Gabilan Street,1550000,8,3,3,2,1,1422,2365.31,Los Altos,19
Pending,Not Applicable,ML81562115,1071 November Drive,1550000,9,2,3,2,0,1190,5993.86,Cupertino,53
Active,Not Applicable,ML81551040,1541 Nuthatch Lane,1549888,20,2,4,2,0,1664,6000,Sunnyvale,53
Pending,Not Applicable,ML81549074,6032 Crossview Circle,1549000,4,3,4,3,0,3273,8640,San Jose,37
Pending,Not Applicable,ML81548832,851 Sycamore Loop,1548006,10,4,4,3,1,1910,,Mountain View,0
Pending,Not Applicable,ML81547960,18900 Devon Avenue,1548000,10,3,4,3,0,1570,9794,Saratoga,65
Active,Not Applicable,ML81548854,1340 Elwood Drive,1547500,39,3,5,2,1,2620,8803.48,Los Gatos,48
Contingent,Not Applicable,ML81548342,1002 Brackett Way,1545000,21,3,3,2,1,2331,3532.72,Santa Clara,13
Pending,Not Applicable,ML81549808,1130 doyle Circle,1545000,12,3,3,2,1,2331,3049,Santa Clara,13
Pending,Not Applicable,ML81561629,6715 Elwood Road,1538888,12,3,5,3,0,2329,10200,San Jose,42
Active,Not Applicable,ML81561848,104 Craig Way,1529000,14,3,4,2,1,2009,7958.41,Los Gatos,48
Pending,Not Applicable,ML81561906,1189 Royston Court,1528000,9,3,5,3,0,2618,10707.05,San Jose,41
Pending,Not Applicable,ML81547628,32 Lyell Street,1525000,9,3,3,2,1,1404,872,Los Altos,3
Pending,New Subdivision,ML81548881,1934 San Luis ,1520000,3,3,3,3,0,1523,,Mountain View,1
Pending,Not Applicable,ML81534385,1954 San Luis Avenue,1518888,34,3,4,3,0,1768,,Mountain View,0
Pending,Not Applicable,ML81550854,1149 Sterling Gate Drive,1518000,10,3,5,3,0,3068,9860,San Jose,25
Contingent,Potential Short Sale / Lender Appr Required,ML81470562,12199 Woodside Drive,1500000,174,3,5,3,0,2634,10225,Saratoga,58
Pending,Not Applicable,ML81548354,20539 Carniel Avenue,1500000,9,2,2,2,0,1384,10199,Saratoga,62
Pending,Not Applicable,ML81549908,19540 Scotland Drive,1500000,8,3,4,2,1,2129,13355.5,Saratoga,59
Active,Not Applicable,ML81546847,146 Las Astas Drive,1500000,20,2,4,2,0,1292,8049.89,Los Gatos,58
Pending,Not Applicable,ML81562273,159 Eastridge Drive,1500000,7,2,4,2,0,1976,12301.34,Los Gatos,53
Pending,Not Applicable,ML81501264,6 Forrest Avenue,1499950,139,4,3,3,1,1780,9350,Los Gatos,114
Active,Not Applicable,ML81545969,44 Kirk Avenue,1499950,64,2,3,2,0,2273,43560,San Jose,56
Active,Not Applicable,ML81561691,1181 Hazelwood Avenue,1499888,14,2,4,2,0,1997,10950,Campbell,116
Active,New Subdivision,ML81563517,1972 San Luis Avenue,1499888,5,3,3,3,0,1503,,Mountain View,0
Active,Not Applicable,ML81517006,2150 Louis Holstrom Drive,1499000,159,4,4,3,1,3609,42071,Morgan Hill,28
Pending,Not Applicable,ML81549315,14364 Holden Court,1499000,2,3,4,3,0,3059,9375,San Jose,64
Pending,Not Applicable,ML81549909,6568 Bose Lane,1499000,16,3,4,2,1,2220,7993.26,San Jose,48
Pending,Not Applicable,ML81550012,1468 Bing Drive,1499000,9,2,3,2,0,1507,7444.4,San Jose,51
Pending,Not Applicable,ML81550050,7508 Dumas Drive,1499000,4,2,3,2,0,1265,6050.48,Cupertino,57
Pending,Not Applicable,ML81550565,10600 Randy Lane,1499000,7,2,4,2,0,1653,9750,Cupertino,64
Active,Not Applicable,ML81561198,4169 Orin Court,1499000,19,4,5,3,1,3000,7500,San Jose,39
Active,Not Applicable,ML81561405,81 Conner Place,1499000,18,4,4,3,1,2166,2869,Santa Clara,2
Active,Not Applicable,ML81561570,13435 Ward Way,1499000,17,1,3,1,0,918,10564,Saratoga,62
Pending,Not Applicable,ML81562120,958 Eton Way,1499000,8,2,3,2,0,1648,7518.46,Sunnyvale,50
Contingent,Not Applicable,ML81562283,21111 Gist Road,1499000,7,3,4,3,0,3212,138520,Los Gatos,29
Active,Not Applicable,ML81563251,3902 Aborn Road,1499000,6,4,4,3,1,3525,28314,San Jose,18
Pending,Not Applicable,ML81550968,1578 Partridge Court,1498888,10,2,3,2,0,1524,9864,Sunnyvale,57
Pending,Not Applicable,ML81547343,18724 Cox Avenue,1498000,49,2,3,1,1,2107,13161,Saratoga,66
Pending,Not Applicable,ML81548857,1248 Brenton Avenue,1498000,13,3,4,2,1,1798,7405,San Jose,53
Pending,Not Applicable,ML81550099,1065 Silvertip Way,1498000,8,3,4,3,0,2726,6059.2,Sunnyvale,42
Contingent,Not Applicable,ML81551126,14644 Placida Court,1498000,19,3,3,2,1,2417,1377,Saratoga,43
Contingent,Not Applicable,ML81561813,14898 Rossmoyne Drive,1498000,11,3,3,3,0,2422,11360.45,San Jose,64
Pending,Not Applicable,ML81562088,1640 Samedra Street,1498000,9,2,3,2,0,1518,9827.14,Sunnyvale,63
Active,Not Applicable,ML81562782,1555 Eddington Place,1498000,8,2,3,2,0,1453,6000,San Jose,42
Contingent,Not Applicable,ML81546584,222 Nicholson Avenue,1495000,35,1,2,1,0,936,3312,Los Gatos,96
Active,Not Applicable,ML81548629,165 Forest Avenue,1495000,13,2,2,2,0,1334,1330,Palo Alto,35
Active,Not Applicable,ML81550414,732 W Stonebridge Court,1495000,26,3,4,3,0,2600,4329,San Jose,7
Active,Not Applicable,ML81563262,2102 Bowdoin Street,1495000,6,1,1,1,0,825,2326.1,Palo Alto,85
Pending,Not Applicable,ML81550059,5066 Lone Hill Road,1489000,7,3,4,3,0,2005,8698.93,Los Gatos,8
Pending,Not Applicable,ML81562040,20392 Silverado Avenue,1488000,10,2,3,1,1,1208,9905.54,Cupertino,62
Active,Not Applicable,ML81563210,7498 Barnhart Place,1488000,6,2,3,2,0,1466,7000,Cupertino,44
Active,Not Applicable,ML81563942,7095 Bret Harte Drive,1485000,1,3,4,2,1,2300,9148,San Jose,41
Active,Not Applicable,ML81562611,7025 Bret Harte Drive,1479950,11,2,4,2,0,2167,8049.89,San Jose,41
Active,Not Applicable,ML81563665,1098 Ridgeley Drive,1479000,4,3,4,3,0,2500,8102.16,Campbell,69
Active,Not Applicable,ML81562074,4006 Bouquet Park Lane,1478000,13,4,5,4,0,3338,5998.21,San Jose,18
Pending,Not Applicable,ML81548524,1363 Spencer Avenue,1475000,26,3,4,3,0,2300,7801.6,San Jose,69
Pending,Not Applicable,ML81561190,1225 Lynn Way,1475000,13,3,3,3,0,1703,5000.69,Sunnyvale,64
Pending,Not Applicable,ML81561287,1121 S Genevieve Lane,1475000,8,3,4,3,0,3024,8600,San Jose,53
Active,Not Applicable,ML81564075,1575 Sheffield Avenue,1475000,1,3,4,3,0,2149,8328,San Jose,53
Pending,Not Applicable,ML81549744,1059 Mountain Shadows Road,1470000,4,3,4,2,1,2825,8320,San Jose,35
Pending,Not Applicable,ML81546692,1961 Colony Street,1469920,12,4,4,3,1,1749,,Mountain View,0
Pending,Not Applicable,ML81562888,847 Raintree Drive,1468000,3,2,4,2,0,1766,6000,San Jose,50
Active,Not Applicable,ML81563213,10865 W Estates Drive,1468000,6,2,4,2,0,1272,7213.54,Cupertino,61
Pending,Not Applicable,ML81456492,7550 Whitehurst Road,1450000,184,2,3,1,1,3000,5407103,Gilroy,115
Pending,Not Applicable,ML81472779,16394 Bennett Way,1450000,172,1,2,1,0,640,6609,Los Gatos,78
Active,New Subdivision,ML81500836,735 Locust Street,1450000,202,6,6,6,0,3483,6181,San Jose,0
Pending,Not Applicable,ML81550581,5340 Eileen Drive,1450000,4,3,3,2,1,1835,8276,San Jose,54
Active,Not Applicable,ML81561769,10138 Ridgeway Drive,1450000,15,3,3,2,1,1936,1799.03,Cupertino,42
Contingent,Not Applicable,ML81561835,1273 Littman Drive,1450000,9,3,4,2,1,2553,12327.48,San Jose,52
Pending,Not Applicable,ML81561850,904 W Olive Avenue,1450000,10,2,4,2,0,1764,6015.64,Sunnyvale,41
Active,Not Applicable,ML81562256,7180 Anjou Creek Circle,1450000,12,3,4,2,1,2574,8759.92,San Jose,40
Pending,Not Applicable,ML81561429,6421 Rolling Meadow Court,1449950,14,3,5,3,0,3066,14810,San Jose,28
Contingent,Not Applicable,ML81549229,3064 Meadowlands Lane,1449000,9,4,4,4,0,3168,15246,San Jose,28
Pending,Not Applicable,ML81549836,125 Tait Avenue,1449000,15,1,3,1,0,1470,6133.25,Los Gatos,116
Pending,Not Applicable,ML81550782,131 Old Orchard Court,1449000,10,2,3,2,0,1657,10956,Los Gatos,54
Pending,Not Applicable,ML81549883,1933 Adele Place,1448000,11,2,4,2,0,2009,8049.89,San Jose,59
Pending,Not Applicable,ML81550070,1578 S Bernardo Avenue,1445000,8,2,3,2,0,1435,7956,Sunnyvale,60
Active,New Subdivision,ML81548950,19022 Taylor Avenue,1439000,37,4,4,3,1,4059,22950,Morgan Hill,1
Active,Not Applicable,ML81563451,1716 Fabian Drive,1429800,50,3,4,2,1,2422,8446.28,San Jose,55
Active,Not Applicable,ML81563651,118 Creekside Village Drive,1429000,4,3,3,2,1,1747,8171.86,Los Gatos,11
Active,Not Applicable,ML81562117,3881 Kensington Avenue,1428000,13,2,5,2,0,2043,6830.21,Santa Clara,55
Active,Not Applicable,ML81562991,1635 Kirk Court,1428000,7,3,4,2,1,2584,4748.04,San Jose,11
Active,Not Applicable,ML81562960,478 Bancroft Street,1425800,7,3,4,3,0,2285,8200,Santa Clara,56
Pending,Not Applicable,ML81549403,3701 Woodard Court,1424900,9,4,5,3,1,2566,4809,San Jose,11
Pending,Not Applicable,ML81546688,859 Sycamore Loop,1422820,10,4,4,3,1,1749,,Mountain View,0
Active,Not Applicable,ML81563371,111 Emerson Street,1420000,6,2,2,2,0,1445,1720.62,Palo Alto,36
Active,Not Applicable,ML81564116,960 Stonehurst Way,1420000,1,3,5,3,0,2925,16152.05,Campbell,59
Pending,Not Applicable,ML81522052,18613 Mccoy Avenue,1400000,107,5,4,4,1,1927,11910,Saratoga,63
Active,Not Applicable,ML81564115,2188 Nola Drive,1399995,1,3,4,2,1,2105,8023.75,San Jose,48
Active,Not Applicable,ML81563231,2442 Booksin Avenue,1399988,6,3,4,2,1,1887,6490,San Jose,52
Pending,Not Applicable,ML81462693,10103 Roseview Drive,1399950,161,4,4,4,0,4398,15225,San Jose,7
Active,Not Applicable,ML81500646,16650 Eagle Island Court,1399950,203,5,6,4,1,4652,16400,Morgan Hill,12
Active,Not Applicable,ML81562561,435 Castro Court,1399500,11,3,5,3,0,2236,7513,Campbell,57
Pending,Not Applicable,ML81517553,2040 Rockrose Court,1399000,43,3,3,3,0,3509,32604,Gilroy,16
Contingent,Not Applicable,ML81522614,1556 Creek Drive,1399000,78,3,4,2,1,1887,6300,San Jose,51
Active,Auction,ML81533975,1519 Rangewood Drive,1399000,98,4,5,3,1,3289,6011,San Jose,10
Active,Not Applicable,ML81533984,10797 Ridgeview Court,1399000,97,4,5,4,0,4000,10168,San Jose,27
Pending,Not Applicable,ML81546804,14945 Standish Drive,1399000,26,2,4,2,0,2031,10123.34,San Jose,66
Pending,Not Applicable,ML81549158,1151 Carolyn Avenue,1399000,5,2,3,2,0,1701,6840,San Jose,66
Contingent,Not Applicable,ML81549287,16400 Soda Springs Road,1399000,16,4,5,3,1,3386,241322,Los Gatos,42
Contingent,Not Applicable,ML81561407,1146 Minnesota Avenue,1399000,10,3,3,3,0,3288,4347,San Jose,116
Active,Not Applicable,ML81562047,1195 Malibu Drive,1399000,14,2,3,2,0,1495,7000.09,San Jose,59
Pending,Not Applicable,ML81561223,22943 Longdown Road,1399000,9,3,4,2,1,1785,1877.44,Cupertino,42
Active,Not Applicable,ML81561560,6796 Bret Harte Drive,1399000,8,2,4,2,0,2448,8119.58,San Jose,47
Active,New Subdivision,ML81563281,395 Los Coches Street,1399000,6,3,3,2,1,2038,2792.2,Milpitas,1
Active,Not Applicable,ML81563732,18510 Ravenwood Drive,1399000,4,2,3,1,1,1416,10641.71,Saratoga,62
Pending,Not Applicable,ML81548755,5937 Killarney Circle,1398888,14,3,3,2,1,2413,6619,San Jose,20
Active,Not Applicable,ML81563674,5085 Elrose Avenue,1398888,4,3,4,3,0,2815,5998.21,San Jose,51
Pending,Not Applicable,ML81546817,915 Eleanor Way,1398000,51,2,3,2,0,1650,7656,Sunnyvale,68
Pending,Not Applicable,ML81549484,6702 Heathfield Drive,1398000,10,2,4,2,0,2167,8049.89,San Jose,47
Pending,Not Applicable,ML81550074,1686 Wright Avenue,1398000,8,2,3,2,0,1392,8237.2,Sunnyvale,55
Active,Not Applicable,ML81550632,6529 Rainbow Drive,1398000,24,2,3,2,0,1271,5510.34,San Jose,58
Pending,Not Applicable,ML81561922,898 S Mary Avenue,1398000,11,3,4,3,0,1784,6799.72,Sunnyvale,54
Active,Not Applicable,ML81562707,7013 Elmsdale Drive,1398000,8,3,4,3,0,2240,8079,San Jose,41
Active,Not Applicable,ML81563207,745 Melon Court,1398000,6,2,3,2,0,1738,5601.82,Sunnyvale,61
Active,Not Applicable,ML81563795,3634 Pleasant Knoll Drive,1398000,4,4,5,3,1,3659,11863,San Jose,15
Contingent,Not Applicable,ML81562091,545 E Olive Avenue,1395000,7,3,4,3,0,1569,5610.53,Sunnyvale,67
Active,Not Applicable,ML81563513,2027 Shafer Avenue,1395000,5,3,4,2,1,2909,7920,Morgan Hill,27
Active,Not Applicable,ML81561775,783 Alice Avenue,1389000,15,1,3,1,0,1197,8120,Mountain View,69
Pending,Not Applicable,ML81548338,2425 Fairoak Court,1388000,37,2,4,2,0,1618,6181.16,San Jose,56
Pending,Not Applicable,ML81550017,2224 W Middlefield Road,1388000,8,3,4,3,0,1979,1139,Mountain View,5
Active,Not Applicable,ML81561808,3310 Pearltone Drive,1388000,15,3,4,2,1,2186,8141.36,San Jose,52
Active,Not Applicable,ML81562532,1525 Dry Creek Road,1388000,11,3,4,3,0,2493,9148,San Jose,45
Active,Not Applicable,ML81563146,2681 Thrasher ,1388000,6,3,4,3,0,2150,9912,San Jose,62
Active,Not Applicable,ML81561248,1457 Almaden Valley Drive,1385000,19,3,4,2,1,2110,8581.32,San Jose,43
Active,Not Applicable,ML81562997,787 Almondwood Way,1385000,7,3,5,3,0,2465,8319.96,San Jose,37
Pending,Not Applicable,ML81533940,1938 San Luis Avenue,1378888,38,3,3,3,0,1503,,Mountain View,0
Pending,Not Applicable,ML81550228,1331 Elam Avenue,1378000,10,3,4,2,1,2527,8572.61,Campbell,13
Pending,Not Applicable,ML81550805,227 More Avenue,1378000,11,3,4,2,1,1788,8437.57,Los Gatos,52
Active,Not Applicable,ML81548399,18540 Murphy Springs Court,1375000,25,5,4,3,2,3439,29620,Morgan Hill,27
Pending,Not Applicable,ML81562580,10797 Brookwell Drive Drive,1375000,4,1,3,1,0,1080,6007,Cupertino,61
Active,Not Applicable,ML81562702,3237 Falls Creek Drive,1375000,8,3,5,3,0,2314,4580,San Jose,18
Active,Not Applicable,ML81546012,16666 Walter Breton Drive,1374000,63,3,4,3,0,4564,55756.8,Morgan Hill,28
Contingent,Not Applicable,ML81501060,1595 Emory Street,1369900,79,3,4,3,0,2340,5664,San Jose,86
Pending,Not Applicable,ML81533455,1946 San Luis Avenue,1368888,8,3,3,3,0,1503,1,Mountain View,0
Active,Not Applicable,ML81563801,734 London Drive,1359000,3,3,4,3,0,3204,10680.91,Milpitas,31
Active,Not Applicable,ML81562988,15165 Blossom Hill Road,1358000,7,3,4,3,0,1602,10043,Los Gatos,54
Pending,Court Confirmation May Be Req'd,ML81516077,1503 Rangewood Drive,1350000,164,5,5,4,1,3492,6439,San Jose,11
Contingent,Not Applicable,ML81551033,1 W Edith Avenue,1350000,7,2,2,2,0,1353,1353,Los Altos,19
Active,Not Applicable,ML81561543,4751 Eastus Drive,1350000,18,2,4,2,0,1721,5861,San Jose,52
Pending,Not Applicable,ML81562474,808 Ramona Avenue,1350000,7,1,2,1,0,920,6098,Sunnyvale,63
Active,Not Applicable,ML81563156,1129 Kotenberg Avenue,1350000,6,3,4,3,0,2453,6458,San Jose,11
Pending,Not Applicable,ML81548634,1614 Puerto Vallarta Drive,1349888,9,3,4,2,1,2348,8049.89,San Jose,48
Pending,New Subdivision,ML81563519,1970 San Luis Avenue,1349888,2,3,2,2,1,1325,,Mountain View,0
Pending,Not Applicable,ML81551020,120 Waverly Street,1349800,10,3,3,2,1,1775,6000,Sunnyvale,73
Pending,Not Applicable,ML81549330,14900 Bonner Court,1349000,7,3,4,2,1,2842,52264,Morgan Hill,31
Active,Not Applicable,ML81564105,835 Pollard Road,1349000,1,1,2,1,0,1040,25500,Los Gatos,76
Pending,New Subdivision,ML81550216,1960 San Luis Avenue,1348888,4,3,2,2,1,1325,,Mountain View,1
Active,Not Applicable,ML81534039,2161 Agnew ,1348000,160,4,5,4,0,2484,3803,Santa Clara,0
Contingent,Not Applicable,ML81549546,106 Calle Larga ,1345000,17,3,3,2,1,2166,2775,Los Gatos,36
Active,Not Applicable,ML81562873,381 San Luis Avenue,1325000,8,1,2,1,0,908,6696,Los Altos,76
Active,New Subdivision,ML81550209,1968 San Luis Avenue,1323888,24,3,2,2,1,1327,,Mountain View,1
Pending,Not Applicable,ML81550875,4367 Laird Circle,1319000,8,3,3,2,1,2036,3105.83,Santa Clara,11
Active,Not Applicable,ML81519151,1039 Horcajo Circle,1300000,144,3,4,3,0,2183,7591,Milpitas,36
Active,Not Applicable,ML81545613,4285 Mckinnon Drive,1300000,71,2,3,2,0,1239,5998.21,San Jose,55
Active,Not Applicable,ML81562141,520 Cambrian Drive,1300000,13,2,5,2,0,2909,11680,Campbell,65
Active,Not Applicable,ML81562287,56 Kimble Avenue,1300000,12,2,2,1,1,1339,8999.5,Los Gatos,42
Active,Court Confirmation May Be Req'd,ML81563477,1161 Hunterston Place,1300000,5,2,3,2,0,1190,6398.96,Cupertino,56
Pending,Not Applicable,ML81465356,1592 Silver Ranch Lane,1299999,205,4,5,4,0,3001,8712,San Jose,10
Contingent,Not Applicable,ML81518286,16640 Dale Hollow Court,1299999,140,4,5,4,0,3465,28372,Morgan Hill,13
Active,HUD Owned,ML81563274,5065 Montreal Drive,1299988,6,2,3,2,0,1500,6800,San Jose,57
Pending,Not Applicable,ML81547076,1960 San Ramon Avenue,1299950,23,3,3,2,1,1196,3255,Mountain View,14
Active,Not Applicable,ML81550174,123 Vasona Oaks Drive,1299950,22,2,3,2,0,1850,2609.24,Los Gatos,39
Pending,Not Applicable,ML81561367,3269 Lynn Oaks Drive,1299950,15,3,5,2,1,2242,7150,San Jose,53
Pending,Not Applicable,ML81546835,811 Altaire Walk,1299900,8,3,3,2,1,1342,757,Palo Alto,5
Pending,Not Applicable,ML81515794,1975 Rocky Ridge Road,1299000,25,4,4,3,1,3654,60159,Morgan Hill,18
Pending,Not Applicable,ML81545505,6815 Rockview Court,1299000,57,3,4,2,1,2760,13481.82,San Jose,39
