East Los Angeles Occupational,2100 Marengo St.,Los Angeles,CA,90033,Los Angeles,-118.2059,34.055868
East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,4211 Dozier St.,Los Angeles,CA,90063,Los Angeles,-118.17547,34.041554
East Los Angeles Skills Center,3921 Selig Pl.,Los Angeles,CA,90031,Los Angeles,-118.19758,34.068821
East Nicolaus High,2454 Nicolaus Ave.,Nicolaus,CA,95659,Sutter,-121.54492,38.910325
East Oakland Leadership Academy,2614 Seminary Ave.,Oakland,CA,94605,Alameda,-122.18986,37.77184
East Oakland Pride Elementary,8000 Birch St.,Oakland,CA,94621,Alameda,-122.17445,37.759065
East Palo Alto Academy,1050 Myrtle St.,East Palo Alto,CA,94303,San Mateo,-122.13124,37.463305
East San Gabriel Valley ROP,1501 Del Norte Ave.,West Covina,CA,91790,Los Angeles,-117.93726,34.077464
East Stanislaus High,250 Hinkley Ave.,Oakdale,CA,95361,Stanislaus,-120.85711,37.760606
East Union High,1700 North Union Rd.,Manteca,CA,95336,San Joaquin,-121.23569,37.821988
East Valley Community,1812 West Park Ave.,Redlands,CA,92373,San Bernardino,-117.21381,34.059298
East Valley Senior High,5525 Vineland Ave.,North Hollywood,CA,91601,Los Angeles,-118.37036,34.17056
East Whittier Middle,14421 East Whittier Blvd.,Whittier,CA,90605,Los Angeles,-118.01716,33.954485
Eastbluff Elementary,2627 Vista del Oro,Newport Beach,CA,92660,Orange,-117.87883,33.64206
Easterbrook Discovery,4835 Doyle Rd.,San Jose,CA,95129,Santa Clara,-121.98663,37.303397
Easterby Elementary,5211 East Tulare St.,Fresno,CA,93727,Fresno,-119.71713,36.743117
Eastin Arcola,29551 Avenue 8,Madera,CA,93637,Madera,-120.00936,36.865867
EastLake Elementary,1955 Hillside Dr.,Chula Vista,CA,91913,San Diego,-116.98515,32.657494
Eastlake High,1120 Eastlake Pkwy.,Chula Vista,CA,91915,San Diego,-116.96522,32.646442
Eastlake Middle,900 Duncan Ranch Rd.,Chula Vista,CA,91914,San Diego,-116.94818,32.655591
Eastman Avenue Elementary,4112 East Olympic Blvd.,Los Angeles,CA,90023,Los Angeles,-118.18583,34.018823
Eastmont Intermediate,400 North Bradshawe Ave.,Montebello,CA,90640,Los Angeles,-118.14211,34.023707
Easton Community Day,5865 South Clara Ave.,Fresno,CA,93706,Fresno,-119.7954,36.650368
Easton Continuation High,5865 South Clara Ave.,Fresno,CA,93706,Fresno,-119.7954,36.650368
Eastshore Elementary,155 Eastshore,Irvine,CA,92604,Orange,-117.7912,33.678968
Eastside Academy/Transitional Learning Center,44958 30th St. East,Lancaster,CA,93535,Los Angeles,-118.07702,34.700151
Eastside Elementary,6742 East Avenue H,Lancaster,CA,93535,Los Angeles,-118.01013,34.719225
Eastside High,3200 East Ave. J-8,Lancaster,CA,93535,Los Angeles,-118.07325,34.682501
Eastvale Elementary,13031 Orange St.,Eastvale,CA,92880,Riverside,-117.5677,33.959088
Eastwood Elementary,15730 Pescados Dr.,La Mirada,CA,90638,Los Angeles,-117.99594,33.897511
Eastwood Elementary,13552 University,Westminster,CA,92683,Orange,-118.03605,33.765252
Eaton Elementary,1451 East Sierra Ave.,Fresno,CA,93710,Fresno,-119.76194,36.830268
eCademy Charter at Crane,1100 Cahill Ave.,Turlock,CA,95380,Stanislaus,-120.83978,37.497192
Echo Valley Elementary,147 Echo Valley Rd.,Salinas,CA,93907,Monterey,-121.66536,36.824751
Ed Donaldson Education Center,4500 Konocti Rd.,Kelseyville,CA,95451,Lake,-122.82781,38.977961
Eden Area ROP,26316 Hesperian Blvd.,Hayward,CA,94545,Alameda,-122.09874,37.634543
Eden Gardens Elementary,2184 Thayer Ave.,Hayward,CA,94545,Alameda,-122.10721,37.638076
Edendale Middle,16160 Ashland Ave.,San Lorenzo,CA,94580,Alameda,-122.11892,37.69527
Edenvale Elementary,285 Azucar Ave.,San Jose,CA,95111,Santa Clara,-121.80265,37.26157
Edge Academy,12338 McCourtney Rd.,Grass Valley,CA,95949,Nevada,-121.09311,39.200543
Edgemont Elementary,21790 Eucalyptus Ave.,Moreno Valley,CA,92553,Riverside,-117.28319,33.931493
Edgewater Elementary,5715 Oakwood Dr.,Marysville,CA,95901,Yuba,-121.55072,39.118465
Edgewood Academy,14135 East Fairgrove Ave.,La Puente,CA,91746,Los Angeles,-117.96798,34.055785
Edgewood High,1301 Trojan Way,West Covina,CA,91790,Los Angeles,-117.94904,34.0613
Edgewood Middle,1625 West Durness,West Covina,CA,91790,Los Angeles,-117.95211,34.061121
Edison (Thomas) Elementary,1526 East Romneya Dr.,Anaheim,CA,92805,Orange,-117.89637,33.850892
Edison Charter Academy,3531 22nd St.,San Francisco,CA,94114,San Francisco,-122.4262,37.754937
Edison Computech,555 East Belgravia,Fresno,CA,93706,Fresno,-119.80655,36.715922
Edison Elementary,2700 Buena Vista Ave.,Alameda,CA,94501,Alameda,-122.23421,37.765083
Edison Elementary,625 Maine Ave.,Long Beach,CA,90802,Los Angeles,-118.20067,33.773647
Edison Elementary,2425 Kansas Ave.,Santa Monica,CA,90404,Los Angeles,-118.465,34.023262
Edison Elementary,3800 182Nd St,Torrance,CA,90504,Los Angeles,-118.33993,33.86552
Edison Elementary,515 East Sixth St.,Ontario,CA,91764,San Bernardino,-117.64548,34.085294
Edison Elementary,4077 35th St.,San Diego,CA,92104,San Diego,-117.11804,32.751057
Edison High,540 East California Ave.,Fresno,CA,93706,Fresno,-119.80502,36.721286
Edison High,21400 Magnolia,Huntington Beach,CA,92646,Orange,-117.971,33.655057
Edison High,100 W Dr Martin Luther King Blv,Stockton,CA,95206,San Joaquin,-121.28596,37.938883
Edison Middle,721 South Edison Rd.,Bakersfield,CA,93307,Kern,-118.8787,35.348675
Edison-Bethune Charter Academy,1616 South Fruit St.,Fresno,CA,93706,Fresno,-119.81765,36.725967
Edith B. Storey Elementary,5250 East Church Ave.,Fresno,CA,93725,Fresno,-119.71617,36.714816
Edith Landels Elementary,115 West Dana St.,Mountain View,CA,94041,Santa Clara,-122.07055,37.388743
Edna Batey Elementary,9421 Stonebrook Dr.,Elk Grove,CA,95624,Sacramento,-121.34396,38.417343
Edna Beaman Elementary,25541 Highway 6,Benton,CA,93512,Mono,-118.47712,37.818597
Edna Brewer Middle,3748 13th Ave.,Oakland,CA,94610,Alameda,-122.22954,37.803854
Edna Hill Middle,140 Birch St.,Brentwood,CA,94513,Contra Costa,-121.69118,37.931347
Edna Maguire Elementary,80 Lomita Dr.,Mill Valley,CA,94941,Marin,-122.52375,37.907384
Educational Options Center State Preschool,6401 Lincoln Ave.,Riverside,CA,92506,Riverside,-117.37892,33.940589
Educational Partnership High,1794 Cedar Ave.,Long Beach,CA,90813,Los Angeles,-118.19499,33.788846
Educational Training Center,1600 Washington St.,Needles,CA,92363,San Bernardino,-114.61608,34.839775
EDUHSD Community Day,385 Pleasant Valley Rd.,Diamond Springs,CA,95619,El Dorado,-120.82212,38.693266
EDUHSD Virtual Academy at Shenandoah,6540 Koki Ln.,El Dorado,CA,95623,El Dorado,-120.83825,38.681781
Edward B. Cole Academy,333 East Walnut St.,Santa Ana,CA,92701,Orange,-117.86417,33.744474
Edward C. Merlo Institute of Environmental Studies,1670 East Sixth St.,Stockton,CA,95206,San Joaquin,-121.2633,37.935728
Edward Fitzgerald Elementary,2568 West Terra Vista Dr.,Rialto,CA,92377,San Bernardino,-117.4256,34.166502
"Edward Harris, Jr. Middle",8691 Power Inn Rd.,Elk Grove,CA,95624,Sacramento,-121.39201,38.438702
Edward J. Richardson Middle,23751 Nancy Lee Ln.,Torrance,CA,90505,Los Angeles,-118.36703,33.810319
Edward Kemble Elementary,7495 29th St.,Sacramento,CA,95822,Sacramento,-121.47448,38.486968
Edward M. Downer Elementary,1231 18th St.,San Pablo,CA,94806,Contra Costa,-122.35207,37.951973
Edward R. Roybal Learning Center,1200 West Colton St.,Los Angeles,CA,90026,Los Angeles,-118.25456,34.061984
Edward Russell Elementary,600 South Jackson St.,Santa Ana,CA,92704,Orange,-117.91565,33.739309
Edward Shands Adult,2607 Myrtle St.,Oakland,CA,94607,Alameda,-122.27894,37.818663
Edwin Markham Elementary,101 Markham Ave.,Vacaville,CA,95688,Solano,-121.97756,38.370787
Edwin Markham Middle,2800 Moulton Dr.,Placerville,CA,95667,El Dorado,-120.81519,38.735115
Edwin Markham Middle,1650 East 104th St.,Los Angeles,CA,90002,Los Angeles,-118.24489,33.941417
Edwin Rhodes Elementary,6655 Schaefer Ave.,Chino,CA,91710,San Bernardino,-117.65972,34.004708
Eel River Charter,76350 Main St.,Covelo,CA,95428,Mendocino,-123.24974,39.79403
Eel River Community,2292 Newburg Rd.,Fortuna,CA,95540,Humboldt,-124.14181,40.589833
Einstein Academy,3035 Ash St.,San Diego,CA,92102,San Diego,-117.12946,32.720187
Eisenhower Senior High,1321 North Lilac Ave.,Rialto,CA,92376,San Bernardino,-117.37908,34.124598
EJE Elementary Academy Charter,851 South Johnson Ave.,El Cajon,CA,92020,San Diego,-116.97083,32.784935
EJE Middle Academy,851 South Johnson Ave.,El Cajon,CA,92020,San Diego,-116.97083,32.784935
El Cajon Adult Center,1035 East Madison Ave.,El Cajon,CA,92021,San Diego,-116.94757,32.799484
El Cajon Valley High,1035 East Madison Ave.,El Cajon,CA,92021,San Diego,-116.94728,32.800133
El Camino Creek Elementary,7885 Paseo Aliso,Carlsbad,CA,92009,San Diego,-117.25892,33.077016
El Camino Elementary,1525 West Fifth St.,Ontario,CA,91762,San Bernardino,-117.67957,34.08142
El Camino Elementary,5020 San Simeon Dr.,Santa Barbara,CA,93111,Santa Barbara,-119.79659,34.439337
El Camino Fundamental High,4300 El Camino Ave.,Sacramento,CA,95821,Sacramento,-121.36431,38.61014
El Camino High,400 Rancho del Oro Dr.,Oceanside,CA,92057,San Diego,-117.31909,33.219594
El Camino High,1320 Mission Rd.,South San Francisco,CA,94080,San Mateo,-122.44354,37.66481
El Camino High,5450 Snyder Ln.,Rohnert Park,CA,94928,Sonoma,-122.68544,38.341098
El Camino High,61 Day Rd.,Ventura,CA,93023,Ventura,-119.22678,34.277367
El Camino High (Continuation),14625 Keese Dr.,Whittier,CA,90604,Los Angeles,-118.01943,33.919422
El Camino Junior High,219 West El Camino,Santa Maria,CA,93458,Santa Barbara,-120.43871,34.958526
El Camino Real Charter High,5440 Valley Cir. Blvd.,Woodland Hills,CA,91367,Los Angeles,-118.64335,34.169285
El Camino Real Community Adult,21213 Vanowen St,Canoga Park,CA,91303,Los Angeles,-118.59464,34.194408
El Camino Real Continuation High,1351 East Orangethorpe Ave.,Placentia,CA,92870,Orange,-117.83811,33.868222
El Camino Real Elementary,911 El Camino Real Rd.,Arvin,CA,93203,Kern,-118.833,35.1872
El Capitan Elementary,10115 Fifth St.,Delhi,CA,95315,Merced,-120.77209,37.435621
El Capitan High,100 West Farmland,Merced,CA,95348,Merced,-120.45941,37.36843
El Capitan High,10410 Ashwood St.,Lakeside,CA,92040,San Diego,-116.91489,32.868106
El Capitan Middle,4443 West Weldon Ave.,Fresno,CA,93722,Fresno,-119.87288,36.767564
El Carmelo Elementary,3024 Bryant St.,Palo Alto,CA,94306,Santa Clara,-122.13034,37.425802
El Centro District Wide Preschool,1256 Broadway,El Centro,CA,92243,Imperial,-115.56601,32.793838
El Centro Elementary,1480 El Centro Ave.,Napa,CA,94558,Napa,-122.31327,38.336334
El Centro Jr./Sr. High,9601 Keifer Blvd.,Sacramento,CA,95827,Sacramento,-121.34164,38.545077
El Cerrito Elementary,1051 North Hillside,La Habra,CA,90631,Orange,-117.94875,33.94183
El Cerrito High,540 Ashbury Ave.,El Cerrito,CA,94530,Contra Costa,-122.29484,37.906601
El Cerrito Middle,7610 El Cerrito Rd.,Corona,CA,92881,Riverside,-117.52575,33.834256
El Crystal Elementary,201 North Balboa Way,San Bruno,CA,94066,San Mateo,-122.41297,37.614473
El Diamante High,5100 West Whitendale Ave.,Visalia,CA,93277,Tulare,-119.34649,36.305498
El Dorado Avenue Elementary,12749 El Dorado Ave.,Sylmar,CA,91342,Los Angeles,-118.46577,34.301564
El Dorado COE Adult Education,6767 Green Valley Rd.,Placerville,CA,95667,El Dorado,-120.86677,38.722081
El Dorado Elementary,361 East Pondera,Lancaster,CA,93535,Los Angeles,-118.12294,34.690462
El Dorado Elementary,70 Delta St.,San Francisco,CA,94134,San Francisco,-122.40673,37.719265
El Dorado Elementary,1540 North Lincoln St.,Stockton,CA,95204,San Joaquin,-121.30163,37.966514
El Dorado High,561 Canal St.,Placerville,CA,95667,El Dorado,-120.81274,38.732336
El Dorado High,1651 North Valencia Ave.,Placentia,CA,92870,Orange,-117.85621,33.892
El Dorado Middle,1750 West St.,Concord,CA,94521,Contra Costa,-121.99258,37.976026
El Gabilan Elementary,1256 Linwood Dr.,Salinas,CA,93906,Monterey,-121.64306,36.700353
El Granada Elementary,400 Santiago St.,Half Moon Bay,CA,94019,San Mateo,-122.46452,37.49995
El Marino Elementary,11450 Port Rd.,Culver City,CA,90230,Los Angeles,-118.4019,33.992306
El Mirage,19250 St. Anthony Ave.,Adelanto,CA,92301,San Bernardino,-117.63136,34.600342
El Modena High,3920 Spring St.,Orange,CA,92869,Orange,-117.81251,33.791417
El Molino High,7050 Covey Rd.,Forestville,CA,95436,Sonoma,-122.89018,38.482108
El Monte Elementary,1400 Dina Dr.,Concord,CA,94518,Contra Costa,-122.01259,37.968484
El Monte High,3048 North Tyler Ave.,El Monte,CA,91731,Los Angeles,-118.03583,34.064316
El Monte Middle,42111 Road 128,Orosi,CA,93647,Tulare,-119.28705,36.554058
El Monte Union High School Community Day,5050 Kings Row,El Monte,CA,91731,Los Angeles,-118.02649,34.093468
El Monte/Rosemead Adult,10807 Ramona Blvd.,El Monte,CA,91731,Los Angeles,-118.03882,34.072428
El Morro Elementary,8681 North Coast Hwy.,Laguna Beach,CA,92651,Orange,-117.81318,33.555135
El Nido Elementary,161 East El Nido Rd.,El Nido,CA,95317,Merced,-120.47741,37.134686
El Nido Preschool,161 East El Nido Rd.,El Nido,CA,95317,Merced,-120.48897,37.134657
El Oro Way Charter For Enriched Studies,12230 El Oro Way,Granada Hills,CA,91344,Los Angeles,-118.50511,34.293282
El Portal Elementary,200 North Nada St.,La Habra,CA,90631,Los Angeles,-117.96604,33.933923
El Portal Middle,805 First St.,Escalon,CA,95320,San Joaquin,-121.00231,37.794359
El Potrero Pre-School,16820 Via Pamplona Dr.,Moreno Valley,CA,92551,Riverside,-117.2152,33.875549
El Puente,20 Sherwood Pl.,Salinas,CA,93906,Monterey,-121.64614,36.687389
El Puente High,1691 Saipan Ave.,Firebaugh,CA,93622,Fresno,-120.44806,36.852549
El Rancho Adult,9515 Haney St.,Pico Rivera,CA,90660,Los Angeles,-118.08653,33.982985
El Rancho Charter,181 South Del Giorgio Rd.,Anaheim,CA,92808,Orange,-117.76634,33.857359
El Rancho High,6501 South Passons Blvd.,Pico Rivera,CA,90660,Los Angeles,-118.08696,33.984147
El Rincon Elementary,11177 Overland Ave.,Culver City,CA,90230,Los Angeles,-118.39045,33.994838
El Roble Elementary,930 Third St.,Gilroy,CA,95020,Santa Clara,-121.58551,37.008076
El Roble Intermediate,665 North Mountain Ave.,Claremont,CA,91711,Los Angeles,-117.72909,34.100466
El Rodeo Elementary,605 North Whittier Dr.,Beverly Hills,CA,90210,Los Angeles,-118.41473,34.067156
El Sausal Middle,1155 East Alisal St.,Salinas,CA,93905,Monterey,-121.62417,36.672654
El Segundo High,640 Main St.,El Segundo,CA,90245,Los Angeles,-118.41588,33.924213
El Segundo Middle,332 Center St.,El Segundo,CA,90245,Los Angeles,-118.40477,33.920105
El Sereno Alternative Education,10700 Fair Oaks Blvd.,Fair Oaks,CA,95628,Sacramento,-121.26421,38.645725
El Sereno Elementary,3838 Rosemead Ave.,Los Angeles,CA,90032,Los Angeles,-118.17738,34.089683
El Sereno Middle,2839 North Eastern Ave.,Los Angeles,CA,90032,Los Angeles,-118.17809,34.079428
El Sol Santa Ana Science and Arts Academy,1010 North Broadway St.,Santa Ana,CA,92701,Orange,-117.86968,33.753765
El Tejon Elementary,4337 Lebec Rd.,Lebec,CA,93243,Kern,-118.8838,34.868847
El Toro Elementary,455 East Main Ave.,Morgan Hill,CA,95037,Santa Clara,-121.66265,37.125774
El Toro High,25255 Toledo Way,Lake Forest,CA,92630,Orange,-117.68933,33.635823
El Toyon Elementary,2000 East Division St.,National City,CA,91950,San Diego,-117.08889,32.688436
El Verano Elementary,18606 Riverside Dr.,Sonoma,CA,95476,Sonoma,-122.48474,38.306926
El Vista Elementary,450 El Vista Ave.,Modesto,CA,95354,Stanislaus,-120.95725,37.6443
Elbow Creek Elementary,32747 Road 138,Visalia,CA,93292,Tulare,-119.26544,36.384169
Elder Creek Elementary,7934 Lemon Hill Ave.,Sacramento,CA,95824,Sacramento,-121.41071,38.51609
Elderberry Elementary,950 North Elderberry Ave.,Ontario,CA,91762,San Bernardino,-117.67478,34.075162
Eldridge Elementary,26825 Eldridge Ave.,Hayward,CA,94544,Alameda,-122.0853,37.63684
Eleanor J. Toll Middle,700 Glenwood Rd.,Glendale,CA,91202,Los Angeles,-118.27003,34.165202
Eleanor Murray Fallon,3601 Kohnen Way,Dublin,CA,94568,Alameda,-121.86589,37.71566
Eleanor Roosevelt Community Learning Center,31191 Road 180,Visalia,CA,93292,Tulare,-119.17135,36.360255
Eleanor Roosevelt High,7447 Scholar Way,Eastvale,CA,92880,Riverside,-117.56779,33.954072
Elevate Elementary,2285 Murray Ridge Rd.,San Diego,CA,92123,San Diego,-117.14434,32.786288
Elihu Beard Elementary,915 Bowen Ave.,Modesto,CA,95350,Stanislaus,-121.00455,37.674712
Elim Elementary,7677 North Lander Ave.,Hilmar,CA,95324,Merced,-120.85019,37.403141
Elinor Lincoln Hickey Jr./Sr. High,2040 Ethan Way,Sacramento,CA,95825,Sacramento,-121.4199,38.602667
Eliot Elementary,475 Old Gilroy St.,Gilroy,CA,95020,Santa Clara,-121.5617,37.005988
Elise P. Buckingham Charter Magnet High,188-B Bella Vista Rd.,Vacaville,CA,95687,Solano,-121.98784,38.347828
Elite Academy,230 Jamacha Blvd.,El Cajon,CA,92019,San Diego,-116.93495,32.793615
Elitha Donner Elementary,9461 Soaring Oaks Dr.,Elk Grove,CA,95758,Sacramento,-121.41284,38.416205
Elizabeth Learning Center,4811 Elizabeth St.,Cudahy,CA,90201,Los Angeles,-118.18249,33.962874
Elizabeth Pinkerton Middle,8365 Whitelock Pkwy.,Elk Grove,CA,95757,Sacramento,-121.3969,38.394532
Elizabeth T. Hughbanks Elementary,2241 North Apple Ave.,Rialto,CA,92377,San Bernardino,-117.37983,34.140822
Elizabeth Terronez Middle,2300 South Willow,Fresno,CA,93725,Fresno,-119.72745,36.716475
Elizabeth Ustach Middle,2701 Kodiak Dr.,Modesto,CA,95355,Stanislaus,-120.94721,37.681713
Elk Creek,1115 Williams Dr.,Crescent City,CA,95531,Del Norte,-124.19164,41.764722
Elk Creek Elementary,3430 County Road 309,Elk Creek,CA,95939,Glenn,-122.5387,39.60712
Elk Creek Junior-Senior High,3430 County Rd. 309,Elk Creek,CA,95939,Glenn,-122.59807,39.627986
Elk Grove Adult Education,8401-B Gerber Rd.,Sacramento,CA,95828,Sacramento,-121.39419,38.482253
Elk Grove Charter,10065 Atkins Dr.,Elk Grove,CA,95757,Sacramento,-121.43717,38.39135
Elk Grove Elementary,9373 Crowell Dr.,Elk Grove,CA,95624,Sacramento,-121.36217,38.417833
Elk Grove High,9800 Elk Grove-Florin Rd.,Elk Grove,CA,95624,Sacramento,-121.37151,38.401687
Elk Hills Elementary,501 Kern St.,Tupman,CA,93276,Kern,-119.3546,35.298
Elkhorn,10505 North Davis Rd.,Stockton,CA,95209,San Joaquin,-121.33246,38.04784
Elkhorn Elementary,2235 Elkhorn Rd.,Castroville,CA,95012,Monterey,-121.72033,36.797546
Elkhorn Village Elementary,750 Cummins Way,West Sacramento,CA,95605,Yolo,-121.52136,38.593885
Elkins Elementary,2960 Elkins Rd.,Paskenta,CA,96074,Tehama,-122.5535,39.8858
Ella Barkley High,Hwy. 32 And Los Robles St. 300 Sixth St.,Hamilton City,CA,95951,Glenn,-122.01707,39.745406
Ella Elementary,4850 Olivehurst Ave.,Olivehurst,CA,95961,Yuba,-121.55161,39.095125
Ellen Feickert Elementary,9351 Feickert Dr.,Elk Grove,CA,95624,Sacramento,-121.38798,38.417732
Ellen Ochoa Learning Center,5027 Live Oak St.,Cudahy,CA,90201,Los Angeles,-118.1776,33.966959
Ellerhorst Elementary,3501 Pinole Valley Rd.,Pinole,CA,94564,Contra Costa,-122.27372,37.98163
Ellerth E. Larson Elementary,2375 Giannoni Way,Lodi,CA,95242,San Joaquin,-121.30314,38.103065
Ellington (Duke) High (Continuation),1541 West 110th St.,Los Angeles,CA,90047,Los Angeles,-118.30336,33.935568
Elliott (William F) Elementary,18415 Cortner Ave.,Artesia,CA,90703,Los Angeles,-118.06985,33.864919
Elliott Adult Education Center,500 Locust St,Modesto,CA,95351,Stanislaus,-121.01398,37.640315
Elliott Ranch Elementary,10000 East Taron Dr.,Elk Grove,CA,95757,Sacramento,-121.47246,38.397621
Ellis Elementary,550 East Olive Ave.,Sunnyvale,CA,94086,Santa Clara,-122.02372,37.369847
Ellwood Elementary,7686 Hollister Ave.,Goleta,CA,93117,Santa Barbara,-119.89554,34.429786
Elm High,5865 South Clara Ave.,Fresno,CA,93706,Fresno,-119.7954,36.650368
Elm Street Elementary,800 West Elm St.,Bishop,CA,93514,Inyo,-118.40578,37.36473
Elm Street Elementary,450 East Elm St.,Oxnard,CA,93033,Ventura,-119.17214,34.182719
Elmer Wood Elementary,1271 West Bellevue Rd.,Atwater,CA,95301,Merced,-120.58233,37.360502
Elmhurst Community Prep,1800 98th Ave.,Oakland,CA,94603,Alameda,-122.16609,37.746372
Elmhurst Elementary,5080 Elmhurst St.,Ventura,CA,93003,Ventura,-119.22571,34.272572
Elmwood Elementary,840 South Cardinal Ave.,Stockton,CA,95215,San Joaquin,-121.21973,37.959487
Elsa Widenmann Elementary,100 Whitney Dr.,Vallejo,CA,94589,Solano,-122.24584,38.147172
Elsie Allen High,599 Bellevue Ave.,Santa Rosa,CA,95407,Sonoma,-122.73463,38.401892
Elsinore Elementary,512 West Sumner Ave.,Lake Elsinore,CA,92530,Riverside,-117.33138,33.672959
Elsinore High,21800 Canyon Dr.,Wildomar,CA,92595,Riverside,-117.27971,33.623318
Elsinore Middle,1203 West Graham Ave.,Lake Elsinore,CA,92530,Riverside,-117.34074,33.671747
Elverta Elementary,7900 Eloise Ave.,Elverta,CA,95626,Sacramento,-121.46373,38.712268
Elwin Elementary,13010 East Waco St.,Baldwin Park,CA,91706,Los Angeles,-117.9903,34.073889
Elwood J. Keema High,5201 Arnold Ave.,McClellan,CA,95652,Sacramento,-121.38517,38.661769
Elysian Heights Elementary,1562 Baxter St.,Los Angeles,CA,90026,Los Angeles,-118.2494,34.089081
Emblem Academy,22635 Espuella Dr.,Saugus,CA,91350,Los Angeles,-118.53182,34.429204
Emelita Academy Charter,17931 Hatteras St.,Encino,CA,91316,Los Angeles,-118.5231,34.176518
Emerald Middle,1221 South Emerald Ave.,El Cajon,CA,92020,San Diego,-116.96869,32.778996
Emerson (Ralph Waldo) Elementary,7544 East Emerson Pl.,Rosemead,CA,91770,Los Angeles,-118.10486,34.066187
Emerson Community Charter,1650 Selby Ave.,Los Angeles,CA,90024,Los Angeles,-118.43598,34.053268
Emerson Elementary,2800 Forest Ave.,Berkeley,CA,94705,Alameda,-122.25111,37.86149
Emerson Elementary,4803 Lawton Ave.,Oakland,CA,94609,Alameda,-122.2573,37.834628
Emerson Elementary,1011 East Caldwell St.,Compton,CA,90221,Los Angeles,-118.21194,33.884559
Emerson Elementary,4660 Ottawa Ave.,Riverside,CA,92507,Riverside,-117.35281,33.965873
Emerson Middle,801 Fourth St.,Bakersfield,CA,93304,Kern,-119.00955,35.360684
Emerson Middle,635 Lincoln Ave.,Pomona,CA,91767,Los Angeles,-117.74074,34.070446
Emerson Parkside Academy,2625 Josie Ave.,Long Beach,CA,90815,Los Angeles,-118.10535,33.80376
Emerson/Bandini Elementary,3510 Newton Ave.,San Diego,CA,92113,San Diego,-117.11874,32.695014
Emery Park Elementary,2821 West Commonwealth Ave.,Alhambra,CA,91803,Los Angeles,-118.15435,34.08782
Emery Secondary,915 54th St.,Oakland,CA,94608,Alameda,-122.27388,37.838198
Emeryville Preschool Students,1275 - 61st St.,Emeryville,CA,94608,Alameda,-122.28843,37.842955
Emilie J. Ross Middle,7448 Fox Rd.,Hughson,CA,95326,Stanislaus,-120.85829,37.601041
Emilie Ritchen Elementary,2200 Cabrillo Way,Oxnard,CA,93030,Ventura,-119.20121,34.215594
Emma C. Smith Elementary,391 Ontario Dr.,Livermore,CA,94550,Alameda,-121.7964,37.667168
Emma W. Shuey Elementary,8472 East Wells St.,Rosemead,CA,91770,Los Angeles,-118.08435,34.08447
Emma Wilson Elementary,1530 West Eighth Ave.,Chico,CA,95926,Butte,-121.87008,39.734043
Emmerton Elementary,1888 Arden Ave.,San Bernardino,CA,92404,San Bernardino,-117.23497,34.131999
Emmett S. Finley Elementary,627 East Sixth St.,Holtville,CA,92250,Imperial,-115.37358,32.812965
Emory Elementary,1915 Coronado Ave.,San Diego,CA,92154,San Diego,-117.09159,32.576466
Emperor Elementary,6415 Muscatel Ave.,San Gabriel,CA,91775,Los Angeles,-118.07817,34.116
Empire Elementary,5201 First St.,Empire,CA,95319,Stanislaus,-120.89984,37.639683
Empire Gardens Elementary,1060 East Empire St.,San Jose,CA,95112,Santa Clara,-121.87616,37.354642
Empire Oaks Elementary,1830 Bonhill Dr.,Folsom,CA,95630,Sacramento,-121.10784,38.677973
Empire Springs Charter,15350 Riverview Rd.,Helendale,CA,92342,San Bernardino,-117.33011,34.740422
Empower Charter,2230 East Jewett St.,San Diego,CA,92111,San Diego,-117.17251,32.785291
Empowering Possibilities International Charter,1945 Ramco St.,West Sacramento,CA,95691,Yolo,-121.56412,38.556763
Empresa Elementary,4850 Avenida Empresa,Oceanside,CA,92056,San Diego,-117.28771,33.223041
Enadia Technology Enriched Charter,22944 Enadia Way,West Hills,CA,91307,Los Angeles,-118.62572,34.200001
Encanto Elementary,822 65th St.,San Diego,CA,92114,San Diego,-117.05804,32.714909
Enchanted Hills Elementary,1357 Mt. Baldy St.,Perris,CA,92570,Riverside,-117.25666,33.785136
Encina Preparatory High,1400 Bell St.,Sacramento,CA,95825,Sacramento,-121.41066,38.591557
Encinal Elementary,195 Encinal Ave.,Atherton,CA,94027,San Mateo,-122.18563,37.464021
Encinal Elementary,6484 Larkin Rd.,Live Oak,CA,95953,Sutter,-121.66006,39.226905
Encinal Junior/Senior High,210 Central Ave.,Alameda,CA,94501,Alameda,-122.289,37.772765
Encinita Elementary,4515 North Encinita Ave.,Rosemead,CA,91770,Los Angeles,-118.06773,34.087146
Encino Charter Elementary,16941 Addison St.,Encino,CA,91316,Los Angeles,-118.50207,34.161765
EnCompass Academy Elementary,1025 81st Ave.,Oakland,CA,94621,Alameda,-122.18605,37.752862
Encore High School for the Arts - Riverside,3460 Orange St.,Riverside,CA,92501,Riverside,-117.37075,33.98455
Encore Jr./Sr. High School for the Performing and Visual Arts,16955 Lemon St.,Hesperia,CA,92345,San Bernardino,-117.29307,34.443808
Endeavor Alternative,2555 Lawrence St.,Ceres,CA,95307,Stanislaus,-120.94854,37.590216
Endeavor College Preparatory Charter,126 Bloom St.,Los Angeles,CA,90012,Los Angeles,-118.23026,34.064357
Endeavour Elementary,9300 Meacham Rd.,Bakersfield,CA,93312,Kern,-119.10575,35.391011
