Pending,Not Applicable,ML81550865,6446 Berwickshire Way,1199000,9,3,4,2,1,2651,+6.39896000000000E+003,San Jose,44,-1.21878149000000E+002,+3.72224310000000E+001
Pending,Not Applicable,ML81551180,772 San Carlos Avenue,1199000,9,2,3,2,0,1576,+6.09800000000000E+003,Mountain View,54,-1.22072001000000E+002,+3.74050590000000E+001
Active,Not Applicable,ML81561896,151 Altura Vista,1199000,14,3,3,2,1,2230,+1.51200000000000E+003,Los Gatos,39,-1.21990591000000E+002,+3.72587190000000E+001
Pending,Not Applicable,ML81562127,1125 Columbine Avenue,1199000,7,2,3,2,0,1300,+5.79784000000000E+003,Sunnyvale,60,-1.21998581000000E+002,+3.73662440000000E+001
Contingent,Not Applicable,ML81549769,16515 Oak View Circle,1199000,10,3,4,3,0,3158,+2.62500000000000E+004,Morgan Hill,19,-1.21592334000000E+002,+3.71397460000000E+001
Active,Not Applicable,ML81562929,6183 Corte Camula,1199000,7,3,5,2,1,2271,+8.01068000000000E+003,San Jose,39,-1.21883805000000E+002,+3.72265240000000E+001
Active,Not Applicable,ML81563315,18380 Capistrano Way,1199000,6,3,4,3,0,3118,+8.21800000000000E+003,Morgan Hill,15,-1.21643575000000E+002,+3.71562770000000E+001
Contingent,Not Applicable,ML81561425,2308 Westgate Avenue,1198950,15,2,3,2,0,1245,+7.25000000000000E+003,San Jose,69,-1.21893634000000E+002,+3.72861750000000E+001
Active,Not Applicable,ML81550824,1545 Los Rios Drive,1198888,21,2,4,2,0,1692,+8.02300000000000E+003,San Jose,51,-1.21897628000000E+002,+3.72240279000000E+001
Pending,Not Applicable,ML81550795,5244 Roxanne Drive,1198800,9,2,4,2,0,2051,+6.00000000000000E+003,San Jose,47,-1.21915941000000E+002,+3.72429429000000E+001
Pending,New Subdivision,ML81497460,355 Tempo Lane,1198000,177,4,4,3,1,2250,+1.95000000000000E+003,Milpitas,0,-1.21893957800000E+002,+3.74056342000000E+001
Pending,New Subdivision,ML81499078,363 Tempo Lane,1198000,4,4,3,3,1,2497,+1.94700000000000E+003,Milpitas,0,-1.21893957800000E+002,+3.74056342000000E+001
Pending,Not Applicable,ML81550073,879 Poppy Court,1198000,8,2,3,2,0,1533,+5.99821000000000E+003,Sunnyvale,52,-1.22007030000000E+002,+3.73593950000000E+001
Contingent,Not Applicable,ML81550633,816 Tamarack Lane,1198000,9,2,5,2,0,1549,+5.99821000000000E+003,Sunnyvale,61,-1.22000705000000E+002,+3.73612800000000E+001
Pending,Not Applicable,ML81562045,2681 Rebeiro Avenue,1198000,8,2,3,2,0,1254,+5.34600000000000E+003,Santa Clara,61,-1.21971733000000E+002,+3.73353880000000E+001
Pending,Not Applicable,ML81562143,1713 Morgan Street,1198000,8,2,3,2,0,1104,+5.08800000000000E+003,Mountain View,61,-1.22084514000000E+002,+3.74126770000000E+001
Active,Not Applicable,ML81563147,388 Waverly Street,1198000,6,3,3,2,1,1390,+3.69389000000000E+003,Sunnyvale,20,-1.22038165300000E+002,+3.73746922000000E+001
Active,Not Applicable,ML81563432,2611 Fairview Drive,1198000,5,3,2,2,1,1296,+4.35600000000000E+002,Mountain View,3,-1.22101601700000E+002,+3.74148392000000E+001
Pending,Not Applicable,ML81483693,5267 Apennines Circle,1195000,3,3,4,3,0,2682,+6.64900000000000E+003,San Jose,19,-1.21770072000000E+002,+3.72831120000000E+001
Pending,Not Applicable,ML81549077,719 University Avenue,1195000,3,3,3,2,1,1895,+1.62914000000000E+003,Los Gatos,36,-1.21976229000000E+002,+3.72373670000000E+001
Active,New Subdivision,ML81550984,47 Kennedy Avenue,1194990,21,4,3,3,1,1971,+1.43400000000000E+003,Campbell,0,-1.21948953900000E+002,+3.72819621000000E+001
Active,Not Applicable,ML81521201,211 Sunnyside Avenue,1190000,127,1,2,1,0,840,+8.75300000000000E+003,Campbell,108,-1.21946098000000E+002,+3.72831760000000E+001
Pending,Not Applicable,ML81549846,2643 Toledo Avenue,1190000,11,2,3,2,0,1657,+5.29200000000000E+003,Santa Clara,62,-1.21970797000000E+002,+3.73373330000000E+001
Pending,Not Applicable,ML81550003,5391 Manderston Drive,1190000,0,3,3,2,1,1817,+3.77400000000000E+003,San Jose,17,-1.21770262000000E+002,+3.72801490000000E+001
Contingent,Not Applicable,ML81545832,2070 Silence Drive,1189888,62,4,5,4,0,3422,+1.17612000000000E+004,San Jose,13,-1.21789265000000E+002,+3.73508190000000E+001
Pending,Not Applicable,ML81561185,5944 Killarney Circle,1189800,8,2,3,2,0,1875,+5.00069000000000E+003,San Jose,20,-1.21761227000000E+002,+3.72770830000000E+001
Active,Not Applicable,ML81563028,4117 Tobin Circle,1189000,7,4,3,3,1,1657,+1.79467000000000E+003,Santa Clara,13,-1.21950414500000E+002,+3.73960014000000E+001
Active,Not Applicable,ML81562416,3333 BEL MIRA Drive,1188888,11,3,4,3,0,2040,+5.20000000000000E+003,San Jose,19,-1.21757765000000E+002,+3.73125270000000E+001
Contingent,Not Applicable,ML81550785,7155 Lahinch Drive,1188540,2,6,5,5,1,3996,+1.17470000000000E+004,Gilroy,14,-1.21602974000000E+002,+3.69983379000000E+001
Pending,Not Applicable,ML81546185,142 Pacchetti Way,1188000,44,3,3,3,0,1292,+8.71000000000000E+002,Mountain View,19,-1.22107818000000E+002,+3.74061080000000E+001
Pending,Not Applicable,ML81548693,6418 McAbee Road,1188000,7,2,4,2,0,2332,+8.05000000000000E+003,San Jose,50,-1.21876128000000E+002,+3.72233680000000E+001
Pending,Not Applicable,ML81549676,1520 Stockbridge Drive,1188000,13,2,3,2,0,1322,+7.43569000000000E+003,San Jose,56,-1.21970074000000E+002,+3.72963620000000E+001
Pending,Not Applicable,ML81562298,192 Murlagan Avenue,1188000,5,2,3,2,0,1169,+7.20047000000000E+003,Mountain View,62,-1.22060573000000E+002,+3.74027389000000E+001
Active,Not Applicable,ML81564088,1448 Stanton Way,1188000,1,3,4,3,0,2234,+4.34729000000000E+003,San Jose,23,-1.21885643000000E+002,+3.73780510000000E+001
Contingent,Not Applicable,ML81547764,2341 Young Toms Court,1187540,1,4,5,4,0,3940,+1.40001800000000E+004,Gilroy,17,-1.21609446000000E+002,+3.69991690000000E+001
Active,Not Applicable,ML81562958,1429 Trestlewood Drive,1185000,7,3,3,2,1,2091,+5.93287000000000E+003,San Jose,12,-1.21803776000000E+002,+3.72899500000000E+001
Pending,Not Applicable,ML81550838,856 Russell Lane,1180000,9,3,5,3,0,2755,+5.99821000000000E+003,Milpitas,45,-1.21895384000000E+002,+3.74510560000000E+001
Pending,Not Applicable,ML81561183,6624 Gravina Loop,1180000,14,3,4,2,1,2567,+1.55100000000000E+004,San Jose,6,-1.21768232000000E+002,+3.72517330000000E+001
Contingent,Not Applicable,ML81549774,327 Los Padres Boulevard,1180000,4,2,3,2,0,1235,+6.17681000000000E+003,Santa Clara,63,-1.21955030000000E+002,+3.73320600000000E+001
Active,Not Applicable,ML81562215,3251 Pomerado Drive,1180000,13,3,4,3,0,1898,+4.13820000000000E+003,San Jose,20,-1.21761320000000E+002,+3.73076859000000E+001
Active,Not Applicable,ML81563565,1534 Scaraway Drive,1180000,5,3,5,3,0,2233,+6.30000000000000E+003,San Jose,43,-1.21859915000000E+002,+3.74027420000000E+001
Active,Not Applicable,ML81563973,3762 Carlysle Avenue,1180000,1,2,3,2,0,1147,+5.98514000000000E+003,Santa Clara,60,-1.21999175000000E+002,+3.73335600000000E+001
Contingent,Not Applicable,ML81550490,996 Prevost Street,1179000,22,4,4,3,1,2769,+4.02800000000000E+003,San Jose,9,-1.21890765000000E+002,+3.73143170000000E+001
Pending,Not Applicable,ML81550622,405 Tramway Drive,1178000,14,3,4,3,0,2390,+4.75240000000000E+003,Milpitas,30,-1.21901155000000E+002,+3.74424280000000E+001
Active,Not Applicable,ML81563310,4519 Cherry Avenue,1178000,6,3,5,2,1,2423,+5.92852000000000E+003,San Jose,27,-1.21885900000000E+002,+3.72612270000000E+001
Pending,Not Applicable,ML81548017,4948 capistrano Avenue,1175000,6,2,3,2,0,1251,+7.07200000000000E+003,San Jose,59,-1.21989340000000E+002,+3.73203360000000E+001
Pending,Not Applicable,ML81550837,3662 Kendra Way,1175000,17,2,4,2,0,1723,+7.90000000000000E+003,San Jose,51,-1.21965532000000E+002,+3.72965240000000E+001
Active,Not Applicable,ML81500984,9100 Gunnera Lane,1169999,201,4,5,3,1,3308,+6.02380000000000E+004,Gilroy,10,-1.21620087000000E+002,+3.70242940000000E+001
Active,Not Applicable,ML81548490,7540 Prestwick Court,1169000,18,5,5,4,1,4151,+7.81902000000000E+003,Gilroy,16,-1.21613564000000E+002,+3.70046120000000E+001
Active,Not Applicable,ML81563250,4302 Burdick Lane,1168888,6,3,3,3,0,1590,+2.26512000000000E+003,Santa Clara,12,-1.21948726000000E+002,+3.73990610000000E+001
Active,Not Applicable,ML81561496,1833 Curtner Avenue,1165000,18,3,5,2,1,2479,+6.01564000000000E+003,San Jose,51,-1.21919080000000E+002,+3.72772920000000E+001
Pending,Not Applicable,ML81546128,14513 Homerite Drive,1160000,9,3,5,3,0,2263,+1.12320000000000E+004,San Jose,65,-1.21922477000000E+002,+3.72596220000000E+001
Pending,Not Applicable,ML81550451,1119 Pine Avenue,1160000,7,2,3,2,0,1979,+6.89119000000000E+003,San Jose,81,-1.21894400000000E+002,+3.72983120000000E+001
Pending,Not Applicable,ML81533809,17336 Corsica Way,1159915,63,4,5,4,0,3611,+7.23200000000000E+003,Morgan Hill,0,-1.21654390100000E+002,+3.71305012000000E+001
Pending,New Subdivision,ML81550272,749 Juliann Way,1159890,18,5,5,4,1,3611,+7.00700000000000E+003,Morgan Hill,0,-1.21654390100000E+002,+3.71305012000000E+001
Active,New Subdivision,ML81563882,2959 Via Torino,1159631,2,4,2,2,2,1723,,Santa Clara,0,-1.21981990000000E+002,+3.73412711000000E+001
Pending,Not Applicable,ML81549372,4981 Bel Estos Drive,1159000,6,2,4,2,0,1346,+6.67775000000000E+003,San Jose,59,-1.21934647000000E+002,+3.72469650000000E+001
Active,Not Applicable,ML81561839,7202 Clarendon Street,1158000,14,3,3,2,1,1448,+7.20000000000000E+002,San Jose,37,-1.22030940000000E+002,+3.73081740000000E+001
Active,Not Applicable,ML81533111,990 Bolsa Road,1150000,110,3,3,3,0,1890,+2.47927000000000E+005,Gilroy,115,-1.21535198000000E+002,+3.69666770000000E+001
Pending,Not Applicable,ML81545826,2987 Glen Alden Court,1150000,33,3,4,2,1,3119,+8.39837000000000E+003,San Jose,23,-1.21801085000000E+002,+3.73351360000000E+001
Active,Not Applicable,ML81548054,14717 Palomino Drive,1150000,46,3,6,3,0,3062,+1.52460000000000E+004,San Jose,65,-1.21810418100000E+002,+3.73706321000000E+001
Pending,Not Applicable,ML81548978,772 Cornell Drive,1150000,10,2,4,2,0,1760,+6.30500000000000E+003,Santa Clara,55,-1.21986362000000E+002,+3.73371460000000E+001
Contingent,Not Applicable,ML81550399,464 Ardis Avenue,1150000,10,3,4,2,1,1801,+9.30000000000000E+003,San Jose,65,-1.21957088000000E+002,+3.73192880000000E+001
Contingent,Not Applicable,ML81551106,896 Lincoln Court,1150000,14,2,3,2,0,1674,+6.84000000000000E+003,San Jose,66,-1.21883409000000E+002,+3.72935830000000E+001
Pending,Not Applicable,ML81562278,4388 El Camino Real,1150000,7,2,2,2,0,1200,+1.22839000000000E+003,Los Altos,7,-1.22117612600000E+002,+3.74037720000000E+001
Pending,Not Applicable,ML81562377,6017 Majorca Court,1150000,6,3,4,3,0,2200,+8.00000000000000E+003,San Jose,43,-1.21893845000000E+002,+3.72280450000000E+001
Active,Not Applicable,ML81562699,1011 W Latimer Avenue,1150000,8,2,4,2,0,1895,+6.60000000000000E+003,Campbell,48,-1.21967366900000E+002,+3.72909259000000E+001
Active,Not Applicable,ML81563005,4551 Norwich Way,1150000,7,2,4,2,0,1433,+6.32056000000000E+003,San Jose,52,-1.21982333000000E+002,+3.72829640000000E+001
Contingent,Not Applicable,ML81549811,974 Franquette Avenue,1149950,9,1,2,1,0,720,+1.22100000000000E+004,San Jose,83,-1.21884968000000E+002,+3.72915769000000E+001
Pending,Not Applicable,ML81562186,643 Azevedo Court,1149888,7,2,3,2,0,1254,+6.41700000000000E+003,Santa Clara,61,-1.21972944000000E+002,+3.73345660000000E+001
Active,Not Applicable,ML81563797,879 Mangrove Avenue,1149888,4,2,3,2,0,1200,+6.00257000000000E+003,Sunnyvale,54,-1.22013486000000E+002,+3.73598510000000E+001
Pending,Not Applicable,ML81547780,10044 Roseview Drive,1149000,8,3,4,3,0,2480,+1.24410000000000E+004,San Jose,33,-1.21797905000000E+002,+3.73770079000000E+001
Contingent,Not Applicable,ML81550046,449 Coe Avenue,1149000,20,3,3,3,0,1300,+5.40144000000000E+003,San Jose,108,-1.21894378000000E+002,+3.73154580000000E+001
Active,Not Applicable,ML81550768,4416 Grimsby Drive,1149000,22,2,3,2,0,1110,+5.99386000000000E+003,San Jose,54,-1.21979789000000E+002,+3.72802880000000E+001
Pending,Not Applicable,ML81550787,6192 Silberman Drive,1149000,10,3,4,2,1,2153,+7.37000000000000E+003,San Jose,44,-1.21881199000000E+002,+3.72255810000000E+001
Pending,Not Applicable,ML81551160,1728 Topeka,1149000,9,2,3,2,0,1891,+6.75000000000000E+003,San Jose,75,-1.21928091000000E+002,+3.73292910000000E+001
Active,Not Applicable,ML81561473,161 Thyme Avenue,1149000,28,5,4,4,1,3706,+9.58300000000000E+003,Morgan Hill,13,-1.21674038000000E+002,+3.71501610000000E+001
Active,Not Applicable,ML81563240,6501 Gravina Loop,1149000,6,3,4,2,1,2567,+1.01540000000000E+004,San Jose,6,-1.21768752000000E+002,+3.72517179000000E+001
Active,Not Applicable,ML81563566,1007 S Daniel Way,1149000,5,3,4,2,1,2069,+9.45000000000000E+003,San Jose,61,-1.21941815000000E+002,+3.73092130000000E+001
Pending,Not Applicable,ML81549699,2387 Mazzaglia Avenue,1148799,8,3,4,3,0,2200,+9.50300000000000E+003,San Jose,60,-1.21890474000000E+002,+3.72857429000000E+001
Pending,Not Applicable,ML81547430,2349 Carlton Avenue,1148000,14,2,4,2,0,1854,+6.89300000000000E+003,San Jose,60,-1.21943541000000E+002,+3.72484730000000E+001
Active,Not Applicable,ML81547405,827 Riverside Drive,1148000,34,3,3,3,0,1486,+6.32265000000000E+003,San Jose,68,-1.21902364000000E+002,+3.73163280000000E+001
Pending,Not Applicable,ML81550845,4042 Shona Court,1148000,8,2,4,2,0,2066,+6.31184000000000E+003,San Jose,45,-1.21903564000000E+002,+3.72607360000000E+001
Pending,Potential Short Sale / Lender Appr Required,ML81548426,1691 Santa Lucia Drive,1139000,16,3,4,2,1,2848,+9.45000000000000E+003,San Jose,58,-1.21915537000000E+002,+3.73017899000000E+001
Active,Not Applicable,ML81562480,5304 Alan Avenue,1139000,11,2,4,2,0,1872,+8.10216000000000E+003,San Jose,54,-1.21907917000000E+002,+3.72416970000000E+001
Active,Not Applicable,ML81563150,1030 Hamilton Avenue,1139000,6,3,4,3,0,1964,+5.66716000000000E+003,Milpitas,38,-1.21903090000000E+002,+3.74456599000000E+001
Active,Not Applicable,ML81518128,3903 Sophist Drive,1138888,150,3,5,2,1,2588,+1.34660000000000E+004,San Jose,50,-1.21824318000000E+002,+3.74021910000000E+001
Active,Not Applicable,ML81563654,3123 Shriver Drive,1128888,4,3,4,2,1,2370,+7.58900000000000E+003,San Jose,44,-1.21850702000000E+002,+3.73956700000000E+001
Pending,Not Applicable,ML81549721,2478 Lone Oak Drive,1125000,22,4,5,3,1,2487,+1.17610000000000E+004,San Jose,40,-1.21783166000000E+002,+3.73020880000000E+001
Pending,Not Applicable,ML81550117,112 Alley Way,1125000,4,3,3,2,1,1424,+1.51153000000000E+003,Mountain View,20,-1.22105356700000E+002,+3.74053514000000E+001
Pending,Not Applicable,ML81561749,2218 Heritage Drive,1125000,13,3,4,2,1,1940,+8.23284000000000E+003,San Jose,50,-1.21916500000000E+002,+3.72821150000000E+001
Pending,Not Applicable,ML81562217,20279 Pinntage Parkway,1124000,9,3,2,2,1,1551,+8.40710000000000E+002,Cupertino,32,-1.22027782000000E+002,+3.73201460000000E+001
Active,Not Applicable,ML81547713,1172 La Rochelle Terrace,1120000,111,3,3,2,1,1923,+2.45000000000000E+003,Sunnyvale,21,-1.22011617000000E+002,+3.74047660000000E+001
Active,Not Applicable,ML81561303,937 Saratoga Avenue,1118888,19,2,3,1,1,1243,+5.93723000000000E+003,San Jose,60,-1.21977667200000E+002,+3.73101429000000E+001
Pending,Not Applicable,ML81550097,19503 Stevens Creek Boulevard,1118000,7,2,3,2,0,1506,+1.29600000000000E+003,Cupertino,10,-1.22012262500000E+002,+3.73234226000000E+001
Active,New Subdivision,ML81563880,2965 Via Torino Place,1103246,2,4,3,3,1,1600,,Santa Clara,0,-1.21981990000000E+002,+3.73412711000000E+001
Pending,Not Applicable,ML81519646,860 Muender Avenue,1100000,130,2,4,2,0,1308,+6.35000000000000E+003,Sunnyvale,91,-1.22039992000000E+002,+3.73803110000000E+001
Pending,Not Applicable,ML81550260,49 Showers Drive,1100000,8,3,3,2,1,1487,+1.88179000000000E+003,Mountain View,40,-1.22103740200000E+002,+3.74044647000000E+001
Active,Not Applicable,ML81551122,1691 Montemar Way,1100000,20,2,3,2,0,1486,+7.50103000000000E+003,San Jose,60,-1.21915467000000E+002,+3.72907770000000E+001
Active,Not Applicable,ML81563810,1941 Grand Teton Drive,1100000,3,3,4,3,0,1930,+1.00188000000000E+004,Milpitas,40,-1.21868362500000E+002,+3.74272575000000E+001
Pending,Not Applicable,ML81520967,601 Camino Drive,1099950,100,3,3,2,1,1607,+6.09800000000000E+003,Santa Clara,38,-1.21935058000000E+002,+3.73436350000000E+001
Active,Not Applicable,ML81562801,410 Kiely Boulevard,1099950,8,2,4,2,0,1672,+8.14136000000000E+003,Santa Clara,56,-1.21975139000000E+002,+3.73305160000000E+001
Active,Not Applicable,ML81563783,6910 Laura Lane,1099950,4,3,3,2,1,2178,+1.08900000000000E+005,Gilroy,39,-1.21497897000000E+002,+3.70175709000000E+001
Active,Not Applicable,ML81550028,263 N Autumn Street,1099888,28,4,3,3,1,2080,+4.70012000000000E+003,San Jose,96,-1.21902369600000E+002,+3.73355484000000E+001
Pending,Not Applicable,ML81549093,22211 Bitter Oak Street,1099888,9,3,3,2,1,1254,+1.70000000000000E+003,Cupertino,43,-1.22064250000000E+002,+3.73367230000000E+001
Pending,Not Applicable,ML81551049,956 Amstutz,1099888,7,2,3,2,0,1371,+6.09800000000000E+003,San Jose,58,-1.21982295000000E+002,+3.73105509000000E+001
Active,Not Applicable,ML81549157,7170 Eagle Ridge Drive,1099750,35,4,5,3,1,3574,+7.83209000000000E+003,Gilroy,10,-1.21603934000000E+002,+3.69983900000000E+001
Contingent,Not Applicable,ML81534374,846 Coyote Road,1099000,67,4,4,3,1,3645,+5.09650000000000E+004,San Jose,27,-1.21802076000000E+002,+3.72751370000000E+001
Pending,Not Applicable,ML81534635,19022 Skyline Boulevard,1099000,308,3,4,2,1,2768,+1.44513000000000E+005,Los Gatos,30,-1.22037218000000E+002,+3.71947300000000E+001
Pending,Not Applicable,ML81546443,1769 Townsend Avenue,1099000,17,3,4,3,0,1539,+7.84516000000000E+003,Santa Clara,62,-1.21985463000000E+002,+3.73561980000000E+001
Active,Not Applicable,ML81548560,912 Riverside Drive,1099000,5,2,3,2,0,1912,+7.04801000000000E+003,San Jose,57,-1.21901881700000E+002,+3.73152843000000E+001
Pending,Not Applicable,ML81548892,1335 Cherry Avenue,1099000,4,1,2,1,0,1303,+5.52500000000000E+003,San Jose,65,-1.21904786000000E+002,+3.73022720000000E+001
Pending,Not Applicable,ML81549044,210 Sage Avenue,1099000,9,5,4,4,1,3706,+1.04021300000000E+004,Morgan Hill,13,-1.21675534000000E+002,+3.71496220000000E+001
Active,Not Applicable,ML81548642,1235 Shamrock Drive,1099000,19,3,4,2,1,2120,+9.45000000000000E+003,Campbell,61,-1.21943929000000E+002,+3.72693350000000E+001
Active,Not Applicable,ML81561531,20777 Mountain Drive,1099000,18,3,4,3,0,3756,+9.45252000000000E+004,San Jose,19,-1.21820234000000E+002,+3.71851380000000E+001
Pending,Not Applicable,ML81561555,1009 Jena Terrace,1099000,0,4,4,3,1,1725,+1.45926000000000E+003,Sunnyvale,9,-1.22014890300000E+002,+3.73979966000000E+001
Contingent,Not Applicable,ML81562093,1217 Monica Lane,1099000,9,2,3,2,0,1409,+6.06000000000000E+003,San Jose,54,-1.21945231000000E+002,+3.73048659000000E+001
Active,Not Applicable,ML81563611,4708 Lago Vista Circle,1098888,4,3,3,2,1,1392,+2.97000000000000E+003,San Jose,35,-1.21986330600000E+002,+3.73200364000000E+001
Pending,Not Applicable,ML81546939,10133 Amador Oak Court,1098000,23,3,3,2,1,1341,+1.58994000000000E+003,Cupertino,46,-1.22070675000000E+002,+3.73242030000000E+001
Pending,Not Applicable,ML81548181,2994 Rustic Drive,1098000,37,4,3,4,0,2040,+7.50103000000000E+003,San Jose,59,-1.21926889000000E+002,+3.72679020000000E+001
Pending,Not Applicable,ML81549165,301 Cypress Point Drive,1098000,20,2,3,2,0,1526,+1.68577000000000E+003,Mountain View,39,-1.22070475000000E+002,+3.73972820000000E+001
Pending,Not Applicable,ML81549436,79 Amato Avenue,1098000,12,2,3,2,0,1633,+9.50000000000000E+003,Campbell,67,-1.21966191000000E+002,+3.72879050000000E+001
Pending,Not Applicable,ML81549924,1636 Duvall Drive,1098000,9,2,4,2,0,1400,+6.26393000000000E+003,San Jose,56,-1.21982435000000E+002,+3.72925770000000E+001
Pending,Not Applicable,ML81550819,5020 Redstone Drive,1098000,8,2,3,2,0,1166,+6.00000000000000E+003,San Jose,57,-1.21945431000000E+002,+3.72463250000000E+001
Active,Not Applicable,ML81561815,4078 Shona Court,1098000,15,2,4,2,0,2066,+8.25026000000000E+003,San Jose,45,-1.21903317000000E+002,+3.72602180000000E+001
Active,Not Applicable,ML81562905,2624 Barbara Way,1098000,8,2,3,2,0,1683,+8.80000000000000E+003,San Jose,59,-1.21882944000000E+002,+3.72821560000000E+001
Active,Not Applicable,ML81563007,1309 Bronwen Way,1098000,7,3,3,2,1,1417,+3.65033000000000E+003,Campbell,10,-1.21981736000000E+002,+3.72671380000000E+001
Active,New Subdivision,ML81563630,717 Juliann Way,1095145,4,5,4,4,1,3356,+7.03900000000000E+003,Morgan Hill,0,-1.21654390100000E+002,+3.71305012000000E+001
Pending,Not Applicable,ML81548363,957 Trifone Drive,1095000,17,3,3,2,1,1992,+7.14820000000000E+003,San Jose,56,-1.21961867000000E+002,+3.73095710000000E+001
Contingent,Not Applicable,ML81549487,1692 Arbor Drive,1095000,17,2,3,2,0,1531,+7.24200000000000E+003,San Jose,54,-1.21884020000000E+002,+3.73029160000000E+001
Pending,Not Applicable,ML81550123,460 Lassen Street,1095000,9,2,2,2,0,1349,+1.93406000000000E+003,Los Altos,52,-1.22111976900000E+002,+3.73744103000000E+001
Contingent,Not Applicable,ML81561690,1669 Curtner Avenue,1095000,14,3,3,2,1,1830,+6.22200000000000E+003,San Jose,55,-1.21907143000000E+002,+3.72828960000000E+001
Pending,Not Applicable,ML81561861,4469 Desin Drive,1095000,9,3,4,3,0,2124,+5.93300000000000E+003,San Jose,33,-1.21882321000000E+002,+3.72621740000000E+001
Active,Not Applicable,ML81562284,1900 Cambridge Drive,1095000,12,3,4,2,1,1800,+4.35600000000000E+002,Mountain View,6,-1.22087509800000E+002,+3.74169542000000E+001
Active,Not Applicable,ML81562296,366 Sierra Vista Avenue,1095000,12,3,2,2,1,1478,+2.63538000000000E+003,Mountain View,30,-1.22090939500000E+002,+3.74072076000000E+001
Pending,New Subdivision,ML81549309,2913 Via Torino Place,1094000,3,4,3,3,1,1730,+0.00000000000000E+000,Santa Clara,0,-1.21981990000000E+002,+3.73412711000000E+001
Pending,Not Applicable,ML81533550,17308 Corsica Way,1090820,40,3,4,3,0,2946,+1.04020000000000E+004,Morgan Hill,0,-1.21654390100000E+002,+3.71305012000000E+001
Active,Not Applicable,ML81562408,1339 Thornbury Lane,1090000,12,4,4,3,1,2612,+4.59900000000000E+003,San Jose,12,-1.21805608000000E+002,+3.72889989000000E+001
Active,Not Applicable,ML81563427,111 Fairchild Drive,1090000,5,3,2,2,1,1323,,Mountain View,0,-1.22061894000000E+002,+3.74058400000000E+001
Pending,Not Applicable,ML81561278,1878 Kay Drive,1089000,7,3,3,3,0,1483,+6.59934000000000E+003,San Jose,57,-1.21923528000000E+002,+3.72367960000000E+001
Active,Not Applicable,ML81562512,5307 Kentfield Drive,1089000,11,2,3,2,0,1248,+6.43800000000000E+003,San Jose,56,-1.21925900000000E+002,+3.72413880000000E+001
Pending,Not Applicable,ML81548900,888 Nieves Street,1088800,10,3,4,2,1,2261,+6.29878000000000E+003,Milpitas,47,-1.21894971000000E+002,+3.74518420000000E+001
Active,Not Applicable,ML81547847,4869 Popejoy Court,1088000,47,2,4,2,0,2005,+7.84200000000000E+003,San Jose,38,-1.21907152000000E+002,+3.72513280000000E+001
Pending,Not Applicable,ML81548762,2809 Ruth Court,1088000,4,2,3,2,0,1145,+5.40580000000000E+003,Santa Clara,60,-1.21975186000000E+002,+3.73349300000000E+001
Pending,Not Applicable,ML81549475,366 Manchester Avenue,1088000,10,2,3,2,0,1682,+7.12800000000000E+003,Campbell,62,-1.21925038000000E+002,+3.72922980000000E+001
Pending,Not Applicable,ML81549739,961 Leo Drive,1088000,10,2,3,2,0,1440,+6.23779000000000E+003,San Jose,59,-1.21981139000000E+002,+3.73101460000000E+001
Pending,Not Applicable,ML81550799,3450 Bonita Avenue,1088000,7,2,3,2,0,1618,+5.50598000000000E+003,Santa Clara,60,-1.21991705000000E+002,+3.73605560000000E+001
Active,Not Applicable,ML81561518,685 Berryessa Street,1088000,18,2,4,2,0,2075,+5.99821000000000E+003,Milpitas,56,-1.21908726000000E+002,+3.74377050000000E+001
Active,Not Applicable,ML81562027,683 4th Street,1088000,14,5,3,4,1,3429,+3.39700000000000E+003,San Jose,16,-1.21897026000000E+002,+3.73499950000000E+001
Pending,Not Applicable,ML81545452,17340 Corsica Way,1087590,6,5,4,4,1,3356,+7.00000000000000E+003,Morgan Hill,0,-1.21654390100000E+002,+3.71305012000000E+001
Active,Not Applicable,ML81561319,5129 Elrose Avenue,1085888,7,2,3,2,0,1666,+5.99821000000000E+003,San Jose,48,-1.21914243000000E+002,+3.72453770000000E+001
Pending,New Subdivision,ML81547871,733 Juliann Way,1083370,11,5,4,4,1,3356,+7.00600000000000E+003,Morgan Hill,0,-1.21654390100000E+002,+3.71305012000000E+001
Pending,Not Applicable,ML81548341,2182 Ebbesen Avenue,1080000,14,2,4,2,0,1395,+9.18000000000000E+003,San Jose,54,-1.21937877000000E+002,+3.72550110000000E+001
Contingent,Not Applicable,ML81562881,334 S Redwood Avenue,1080000,3,2,4,2,0,1507,+6.49044000000000E+003,San Jose,71,-1.21946515000000E+002,+3.73224210000000E+001
Pending,Not Applicable,ML81522031,3681 Sunshine Place,1079888,96,3,4,2,1,1776,+1.52500000000000E+003,San Jose,0,-1.21965529400000E+002,+3.73095514000000E+001
Pending,Not Applicable,ML81522036,3689 Sunshine Place,1079888,106,3,4,2,1,1776,+1.52500000000000E+003,San Jose,0,-1.21965628000000E+002,+3.73095610000000E+001
Active,Not Applicable,ML81562446,5451 Manderston Drive,1078888,12,3,3,2,1,1592,+4.96148000000000E+003,San Jose,18,-1.21768978000000E+002,+3.72794000000000E+001
Pending,New Subdivision,ML81547683,385 Santa Diana Terrace,1078000,10,3,3,2,1,1568,,Sunnyvale,0,-1.22017923600000E+002,+3.73818827000000E+001
